"Epoch","base","base+","cutout","mixup","cutmix"
"88","0.6293","0.6865","0.6481","0.6988","0.6369"
"89","0.6078","0.6892","0.6558","0.694","0.6198"
"90","0.6182","0.6907","0.6477","0.6804","0.6395"
"91","0.6394","0.6827","0.6642","0.7021","0.6447"
"92","0.6337","0.6899","0.6388","0.6904","0.6339"
"93","0.6287","0.6954","0.6463","0.7022","0.6568"
"94","0.6285","0.6904","0.6533","0.6703","0.6489"
"95","0.6234","0.6989","0.6574","0.6972","0.6533"
"96","0.6332","0.6815","0.6643","0.7025","0.6414"
"97","0.6286","0.6967","0.6563","0.6877","0.6355"
"98","0.6272","0.6808","0.6405","0.7044","0.635"
"99","0.6272","0.7023","0.6494","0.7086","0.6454"
"100","0.6213","0.6863","0.6403","0.7062","0.6544"
"101","0.6322","0.6887","0.6502","0.6941","0.657"
"102","0.6181","0.692","0.6614","0.6786","0.6501"
"103","0.6276","0.6876","0.6559","0.695","0.6414"
"104","0.6236","0.6811","0.6443","0.6743","0.6393"
"105","0.6236","0.6902","0.666","0.6974","0.6412"
"106","0.6216","0.7074","0.6609","0.6942","0.6315"
"107","0.6174","0.6956","0.6513","0.7086","0.6436"
"108","0.6308","0.6993","0.6604","0.7037","0.6513"
"109","0.6308","0.6921","0.6575","0.7085","0.6226"
"110","0.6209","0.6983","0.6503","0.6937","0.6437"
"111","0.6249","0.6829","0.665","0.7007","0.6283"
"112","0.6135","0.6864","0.6576","0.6984","0.6527"
"113","0.6167","0.6898","0.6566","0.7002","0.6452"
"114","0.62","0.6892","0.6583","0.7126","0.6501"
"115","0.6296","0.7022","0.6625","0.7029","0.6372"
"116","0.6187","0.696","0.6442","0.6935","0.6504"
"117","0.63","0.6917","0.6496","0.6901","0.6506"
"118","0.6344","0.6923","0.6553","0.7103","0.6469"
"119","0.6004","0.7076","0.6574","0.7077","0.6507"
"120","0.6179","0.7042","0.6635","0.6973","0.662"
"121","0.6407","0.7246","0.6815","0.7281","0.6776"
"122","0.6402","0.7299","0.6876","0.7297","0.677"
"123","0.6408","0.7258","0.6901","0.7303","0.6808"
"124","0.6381","0.7258","0.684","0.7249","0.6799"
"125","0.6378","0.731","0.6894","0.7315","0.6856"
"126","0.6353","0.7333","0.6897","0.7303","0.6897"
"127","0.6335","0.7352","0.6926","0.7359","0.6796"
"128","0.632","0.7349","0.6944","0.7334","0.6845"
"129","0.6321","0.7298","0.6916","0.7312","0.6881"
"130","0.6302","0.7329","0.6988","0.7332","0.6888"
"131","0.6305","0.7315","0.681","0.7303","0.6907"
"132","0.6337","0.7343","0.6968","0.7359","0.6862"
"133","0.6285","0.7377","0.6967","0.7329","0.6927"
"134","0.6293","0.7342","0.6947","0.7218","0.6822"
"135","0.6274","0.7337","0.6992","0.7354","0.6924"
"136","0.6258","0.7353","0.6967","0.7249","0.6943"
"137","0.6272","0.7367","0.6956","0.7305","0.6867"
"138","0.6234","0.7351","0.6976","0.7341","0.6745"
"139","0.6254","0.7375","0.6949","0.734","0.6936"
"140","0.6243","0.7379","0.6999","0.738","0.685"
"141","0.6258","0.7408","0.6908","0.7394","0.6957"
"142","0.6226","0.7372","0.7041","0.7353","0.6888"
"143","0.6203","0.7347","0.6942","0.7421","0.6877"
"144","0.6244","0.7329","0.697","0.7394","0.6802"
"145","0.6214","0.7402","0.698","0.736","0.6936"
"146","0.6234","0.736","0.7017","0.734","0.6759"
"147","0.6178","0.7384","0.7022","0.7376","0.6858"
"148","0.6186","0.7391","0.6976","0.7417","0.6889"
"149","0.6191","0.7349","0.6916","0.7303","0.6976"
"150","0.6192","0.7381","0.6987","0.7394","0.6963"
"151","0.6201","0.7402","0.6976","0.7328","0.6892"
"152","0.6215","0.7383","0.6989","0.7347","0.6837"
"153","0.6192","0.7385","0.6901","0.732","0.678"
"154","0.6185","0.7393","0.7036","0.7359","0.6912"
"155","0.6189","0.7432","0.7021","0.726","0.6903"
"156","0.6148","0.7374","0.6986","0.7435","0.6916"
"157","0.6178","0.7354","0.7087","0.7211","0.6853"
"158","0.6194","0.7405","0.6942","0.7354","0.6988"
"159","0.6165","0.739","0.6947","0.7335","0.6786"
"160","0.6147","0.7307","0.692","0.7281","0.6794"
"161","0.6193","0.7488","0.7074","0.7396","0.7055"
"162","0.6185","0.7494","0.7118","0.7445","0.6995"
"163","0.6174","0.7494","0.7146","0.7439","0.6972"
"164","0.6182","0.7486","0.7044","0.7426","0.6997"
"165","0.6185","0.7475","0.7124","0.7409","0.7001"
"166","0.6186","0.7483","0.7107","0.7404","0.6977"
"167","0.6175","0.7509","0.7095","0.7429","0.7042"
"168","0.6185","0.7504","0.7095","0.7393","0.7012"
"169","0.6182","0.752","0.7125","0.7461","0.7056"
"170","0.6172","0.7516","0.7109","0.7436","0.7038"
"171","0.6191","0.752","0.7116","0.741","0.7065"
"172","0.6175","0.7503","0.7101","0.7438","0.6997"
"173","0.6157","0.7514","0.712","0.7415","0.7074"
"174","0.6179","0.7506","0.712","0.7437","0.7077"
"175","0.6183","0.7508","0.712","0.743","0.7041"
"176","0.6171","0.7535","0.7113","0.7446","0.7024"
"177","0.6182","0.751","0.7141","0.7455","0.7045"
"178","0.617","0.7536","0.712","0.7401","0.7049"
"179","0.6169","0.7518","0.7127","0.7471","0.7061"
"180","0.6163","0.7516","0.7144","0.7453","0.7047"
"181","0.6165","0.7506","0.7085","0.7427","0.705"
"182","0.6182","0.7519","0.7147","0.7448","0.7024"
"183","0.617","0.7536","0.712","0.7473","0.6996"
"184","0.6145","0.7518","0.7123","0.7467","0.7057"
"185","0.6148","0.7508","0.7155","0.7432","0.7009"
"186","0.6142","0.7496","0.7084","0.7467","0.7052"
"187","0.6165","0.7527","0.7174","0.7466","0.7054"
"188","0.6169","0.7514","0.7117","0.7451","0.7042"
"189","0.6144","0.7522","0.7134","0.742","0.7029"
"190","0.6142","0.7482","0.7162","0.7476","0.7082"
"191","0.6144","0.7539","0.7132","0.7463","0.6974"
"192","0.6153","0.7553","0.7099","0.7458","0.7012"
"193","0.6146","0.7544","0.7142","0.7469","0.6912"
"194","0.6138","0.7548","0.714","0.7421","0.7105"
"195","0.6154","0.7537","0.7172","0.7492","0.7037"
"196","0.6146","0.7535","0.7131","0.7453","0.7035"
"197","0.6148","0.7544","0.7206","0.7503","0.6997"
"198","0.6137","0.753","0.7176","0.7498","0.704"
"199","0.6151","0.7502","0.7142","0.7459","0.7107"
"200","0.6142","0.7542","0.7179","0.7462","0.7001"
