"Epoch","base","base+","cutout","mixup","cutmix"
"1","0.3142","0.3526","0.3417","0.426","0.2927"
"2","0.3758","0.4393","0.3882","0.4629","0.4058"
"3","0.4048","0.4414","0.4212","0.4338","0.3878"
"4","0.4522","0.473","0.4249","0.4576","0.4709"
"5","0.4368","0.431","0.3803","0.5196","0.4954"
"6","0.4446","0.4912","0.4513","0.5078","0.4047"
"7","0.4624","0.5026","0.4595","0.5196","0.4622"
"8","0.3834","0.4872","0.4552","0.4935","0.4629"
"9","0.4291","0.4877","0.3831","0.5217","0.4559"
"10","0.4747","0.487","0.4269","0.5289","0.4993"
"11","0.4926","0.5106","0.4367","0.4981","0.5042"
"12","0.505","0.4681","0.4613","0.5521","0.5067"
"13","0.5124","0.4767","0.4327","0.5526","0.4876"
"14","0.5117","0.5116","0.4719","0.563","0.4975"
"15","0.5087","0.5353","0.4612","0.5458","0.508"
"16","0.5374","0.5239","0.4513","0.5607","0.5169"
"17","0.5176","0.5041","0.4551","0.568","0.5085"
"18","0.5355","0.5128","0.4762","0.5622","0.5089"
"19","0.5358","0.5223","0.4779","0.4882","0.503"
"20","0.516","0.4909","0.4912","0.5205","0.5338"
"21","0.5305","0.5184","0.4858","0.6052","0.5205"
"22","0.5428","0.5212","0.4645","0.5697","0.5031"
"23","0.5358","0.5208","0.4866","0.5625","0.5333"
"24","0.5416","0.5454","0.4679","0.5728","0.4728"
"25","0.5275","0.4407","0.4755","0.5875","0.5198"
"26","0.4973","0.5263","0.4544","0.5644","0.5044"
"27","0.5288","0.5237","0.4732","0.5541","0.506"
"28","0.5335","0.5151","0.4842","0.5563","0.465"
"29","0.5493","0.5194","0.4492","0.5326","0.5006"
"30","0.5534","0.5374","0.4913","0.5996","0.5159"
"31","0.527","0.5199","0.4639","0.5857","0.5203"
"32","0.552","0.5424","0.4746","0.5804","0.5121"
"33","0.5368","0.481","0.4711","0.5464","0.521"
"34","0.5298","0.5251","0.4851","0.5908","0.5292"
"35","0.557","0.5146","0.4547","0.5954","0.521"
"36","0.5197","0.5235","0.4892","0.5504","0.5044"
"37","0.5323","0.5289","0.4678","0.5681","0.4982"
"38","0.5344","0.5279","0.4594","0.6088","0.523"
"39","0.554","0.5514","0.4984","0.5668","0.5264"
"40","0.5468","0.5191","0.44","0.6195","0.5239"
"41","0.5046","0.5515","0.4979","0.5834","0.4995"
"42","0.5088","0.5207","0.4572","0.6041","0.3622"
"43","0.5189","0.5365","0.5081","0.5657","0.5035"
"44","0.5151","0.5292","0.4986","0.5989","0.4865"
"45","0.5563","0.5206","0.5117","0.5945","0.5103"
"46","0.557","0.5536","0.5078","0.5905","0.5205"
"47","0.5061","0.4993","0.4981","0.5963","0.4954"
"48","0.5401","0.5464","0.5152","0.5808","0.5467"
"49","0.5534","0.5198","0.5179","0.5786","0.5288"
"50","0.554","0.5285","0.5028","0.5522","0.5068"
"51","0.536","0.5339","0.4661","0.6203","0.4914"
"52","0.5074","0.5251","0.5345","0.5612","0.5399"
"53","0.5049","0.5459","0.4978","0.5936","0.5413"
"54","0.54","0.509","0.5046","0.5695","0.542"
"55","0.5131","0.5112","0.4744","0.5902","0.5065"
"56","0.5341","0.5219","0.4912","0.5751","0.5342"
"57","0.563","0.5591","0.4888","0.5976","0.5529"
"58","0.5459","0.5307","0.4827","0.599","0.4848"
"59","0.5303","0.5071","0.5176","0.5926","0.5121"
"60","0.5427","0.5488","0.4941","0.5851","0.4246"
"61","0.6325","0.6335","0.595","0.6599","0.599"
"62","0.6344","0.6355","0.6031","0.6757","0.5896"
"63","0.6284","0.6474","0.6057","0.6822","0.6056"
"64","0.6434","0.6561","0.6122","0.6735","0.6143"
"65","0.6492","0.6523","0.5726","0.6688","0.6003"
"66","0.6347","0.6697","0.6215","0.6787","0.6003"
"67","0.645","0.6597","0.6114","0.6821","0.6154"
"68","0.642","0.6677","0.6414","0.6856","0.6106"
"69","0.6408","0.6678","0.6231","0.6803","0.628"
"70","0.6466","0.6687","0.6222","0.6923","0.6259"
"71","0.6433","0.6686","0.6253","0.7013","0.6256"
"72","0.6463","0.6674","0.6272","0.6717","0.632"
"73","0.6401","0.6677","0.6047","0.6908","0.6277"
"74","0.6282","0.669","0.6377","0.6854","0.6283"
"75","0.6437","0.6673","0.6374","0.6811","0.6338"
"76","0.6405","0.6744","0.652","0.6837","0.6206"
"77","0.6415","0.6877","0.6551","0.6941","0.6091"
"78","0.6393","0.6869","0.6418","0.6891","0.6097"
"79","0.6248","0.6783","0.6336","0.6989","0.6039"
"80","0.6382","0.6709","0.6306","0.6977","0.6266"
"81","0.6375","0.6939","0.6455","0.704","0.6338"
"82","0.6408","0.6815","0.6531","0.6711","0.6369"
"83","0.6327","0.6816","0.649","0.6897","0.6387"
"84","0.6312","0.6904","0.6559","0.6838","0.642"
"85","0.6327","0.691","0.6524","0.6936","0.6281"
"86","0.6267","0.6789","0.6373","0.6919","0.6442"
"87","0.6422","0.6864","0.6608","0.6825","0.6314"
