"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.1434","0.1562","0.1625","0.1595","0.1473"
"2","0.2216","0.2517","0.2322","0.2397","0.2131"
"3","0.3384","0.3189","0.2516","0.3042","0.3103"
"4","0.3613","0.3673","0.3411","0.3789","0.3463"
"5","0.3388","0.3554","0.3714","0.4181","0.4278"
"6","0.2985","0.3652","0.3698","0.4134","0.3761"
"7","0.4091","0.4583","0.4304","0.4362","0.4416"
"8","0.4759","0.4544","0.4923","0.4511","0.4527"
"9","0.457","0.4343","0.4601","0.4603","0.4712"
"10","0.4334","0.4487","0.4752","0.4382","0.4669"
"11","0.4929","0.48","0.4799","0.4854","0.4837"
"12","0.4585","0.4151","0.4468","0.4468","0.4942"
"13","0.4732","0.4599","0.5089","0.5174","0.5053"
"14","0.467","0.4689","0.4709","0.4944","0.5104"
"15","0.4861","0.4213","0.4713","0.4702","0.5073"
"16","0.4801","0.4653","0.4459","0.5251","0.5124"
"17","0.5193","0.5189","0.5236","0.4829","0.4708"
"18","0.4851","0.5293","0.4633","0.4886","0.5162"
"19","0.4755","0.5278","0.4878","0.4999","0.5248"
"20","0.5209","0.5257","0.4887","0.5265","0.5149"
"21","0.5233","0.5499","0.4747","0.5007","0.4916"
"22","0.4883","0.4949","0.5136","0.5083","0.5191"
"23","0.483","0.535","0.5102","0.4941","0.5347"
"24","0.529","0.5292","0.5188","0.4895","0.5078"
"25","0.527","0.5236","0.4919","0.5552","0.4997"
"26","0.5047","0.5691","0.5181","0.514","0.5041"
"27","0.5503","0.5154","0.5248","0.5002","0.5002"
"28","0.5488","0.5366","0.5572","0.5188","0.537"
"29","0.5102","0.4749","0.5438","0.537","0.4835"
"30","0.5529","0.5312","0.5249","0.4611","0.5294"
"31","0.5407","0.5678","0.5657","0.5326","0.5437"
"32","0.52","0.4869","0.4783","0.5214","0.5392"
"33","0.4689","0.5081","0.534","0.566","0.5453"
"34","0.4873","0.5707","0.5144","0.5168","0.5146"
"35","0.5543","0.5728","0.539","0.5629","0.566"
"36","0.4878","0.5163","0.5664","0.5342","0.5638"
"37","0.5079","0.5304","0.541","0.532","0.4898"
"38","0.5305","0.5683","0.5449","0.5625","0.5427"
"39","0.5289","0.561","0.5575","0.533","0.5385"
"40","0.5369","0.5317","0.5475","0.5628","0.5518"
"41","0.5719","0.5524","0.5509","0.5529","0.5454"
"42","0.5615","0.5439","0.505","0.5447","0.526"
"43","0.5034","0.557","0.5583","0.4788","0.5394"
"44","0.5321","0.5289","0.5174","0.5602","0.5301"
"45","0.4813","0.5439","0.5729","0.5443","0.5637"
"46","0.5692","0.5432","0.5784","0.5484","0.55"
"47","0.5725","0.5565","0.5739","0.5322","0.5425"
"48","0.5416","0.5481","0.5671","0.5416","0.5497"
"49","0.5128","0.5493","0.55","0.543","0.5289"
"50","0.5621","0.466","0.5491","0.5456","0.5432"
"51","0.5477","0.5383","0.5151","0.5415","0.543"
"52","0.5461","0.5596","0.5201","0.5509","0.5688"
"53","0.5273","0.5162","0.5233","0.5184","0.5086"
"54","0.5368","0.4844","0.5638","0.5543","0.5733"
"55","0.5188","0.5552","0.5513","0.5519","0.5615"
"56","0.5276","0.5792","0.5181","0.5271","0.5574"
"57","0.5431","0.4867","0.5669","0.5113","0.5241"
"58","0.5402","0.5329","0.5225","0.5281","0.5306"
"59","0.5505","0.5685","0.5125","0.536","0.5545"
"60","0.5324","0.5374","0.5558","0.5462","0.5371"
"61","0.694","0.6908","0.6983","0.6909","0.6929"
"62","0.7029","0.7029","0.7085","0.7005","0.7036"
"63","0.6993","0.7093","0.7121","0.7034","0.7092"
"64","0.7035","0.707","0.7089","0.6992","0.7103"
"65","0.7068","0.7125","0.7085","0.7048","0.7109"
"66","0.6968","0.6961","0.7053","0.6886","0.7015"
"67","0.7039","0.7144","0.7044","0.6936","0.6985"
"68","0.7019","0.7023","0.7085","0.696","0.7097"
"69","0.6914","0.7","0.7032","0.6891","0.7051"
"70","0.7003","0.7032","0.6972","0.6982","0.6977"
"71","0.6896","0.6921","0.7013","0.702","0.7005"
"72","0.6922","0.6763","0.6941","0.6916","0.698"
"73","0.6875","0.6988","0.7029","0.6995","0.6786"
"74","0.6788","0.6915","0.7001","0.6948","0.6898"
"75","0.6905","0.6904","0.6937","0.6787","0.689"
"76","0.6981","0.7028","0.6938","0.6897","0.7"
"77","0.7007","0.6902","0.6949","0.6861","0.68"
"78","0.7022","0.6984","0.6945","0.6679","0.6974"
"79","0.6932","0.6841","0.6955","0.6859","0.6932"
"80","0.6831","0.6915","0.6892","0.6904","0.6842"
"81","0.6961","0.6797","0.6896","0.6951","0.6848"
"82","0.6788","0.6811","0.7026","0.6881","0.6991"
"83","0.6894","0.6828","0.7107","0.6882","0.6917"
"84","0.6971","0.6938","0.7008","0.6932","0.7007"
"85","0.6795","0.6878","0.7044","0.6895","0.6885"
"86","0.6918","0.6844","0.6853","0.6704","0.6704"
"87","0.6937","0.6863","0.6987","0.6826","0.6835"
"88","0.6878","0.6834","0.6882","0.6829","0.6855"
"89","0.686","0.705","0.687","0.6774","0.6758"
"90","0.6971","0.7067","0.6874","0.6877","0.6913"
"91","0.6909","0.6939","0.6957","0.6905","0.6967"
"92","0.6964","0.6755","0.7013","0.6837","0.6838"
"93","0.6861","0.701","0.6972","0.6903","0.6957"
"94","0.7045","0.707","0.7066","0.6889","0.6845"
"95","0.6909","0.7079","0.6914","0.6958","0.6865"
"96","0.6862","0.6861","0.6944","0.6737","0.6722"
"97","0.6963","0.6983","0.7016","0.6947","0.6943"
"98","0.6707","0.6907","0.6965","0.6802","0.684"
"99","0.6931","0.6805","0.6883","0.6986","0.6993"
"100","0.6952","0.6966","0.6773","0.6817","0.7027"
"101","0.7004","0.6935","0.6923","0.689","0.7069"
"102","0.6874","0.7003","0.6894","0.6789","0.6954"
"103","0.6883","0.6864","0.6858","0.6875","0.6965"
"104","0.7033","0.6949","0.6904","0.6949","0.7003"
"105","0.6923","0.7004","0.6957","0.6823","0.6998"
"106","0.6998","0.6927","0.6988","0.6863","0.7033"
"107","0.6824","0.7146","0.6924","0.6929","0.6921"
"108","0.7005","0.6924","0.7008","0.6903","0.6972"
"109","0.685","0.7081","0.6989","0.6845","0.6817"
"110","0.6863","0.6954","0.7007","0.6894","0.6904"
"111","0.695","0.6962","0.704","0.6797","0.6947"
"112","0.6887","0.7019","0.6891","0.6955","0.7042"
"113","0.6908","0.6894","0.7007","0.6955","0.6817"
"114","0.6877","0.6962","0.6902","0.6955","0.6842"
