"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.3142","0.359","0.3955","0.3679","0.3457"
"2","0.3758","0.4073","0.4574","0.3789","0.4151"
"3","0.4048","0.4505","0.433","0.4188","0.4609"
"4","0.4522","0.456","0.4632","0.426","0.4798"
"5","0.4368","0.5011","0.5065","0.4158","0.4686"
"6","0.4446","0.5007","0.5116","0.4305","0.1"
"7","0.4624","0.4841","0.5257","0.4289","0.1"
"8","0.3834","0.4767","0.5326","0.4607","0.1"
"9","0.4291","0.498","0.5171","0.4544","0.1"
"10","0.4747","0.5063","0.5277","0.4475","0.1"
"11","0.4926","0.5066","0.5361","0.4537","0.1"
"12","0.505","0.5357","0.5106","0.4719","0.1"
"13","0.5124","0.5251","0.5341","0.4751","0.1"
"14","0.5117","0.5579","0.5237","0.4865","0.3336"
"15","0.5087","0.5657","0.5004","0.4675","0.361"
"16","0.5374","0.5676","0.5402","0.501","0.4495"
"17","0.5176","0.5302","0.5501","0.5078","0.4459"
"18","0.5355","0.5799","0.5499","0.4693","0.402"
"19","0.5358","0.543","0.5527","0.5329","0.4196"
"20","0.516","0.5722","0.568","0.5233","0.4626"
"21","0.5305","0.5684","0.5308","0.5196","0.5074"
"22","0.5428","0.5724","0.5547","0.5202","0.502"
"23","0.5358","0.5919","0.5677","0.5262","0.4971"
"24","0.5416","0.5571","0.5701","0.5182","0.5243"
"25","0.5275","0.5529","0.566","0.5389","0.5268"
"26","0.4973","0.5466","0.5732","0.5003","0.5085"
"27","0.5288","0.5607","0.5676","0.522","0.5089"
"28","0.5335","0.5658","0.5445","0.5333","0.5236"
"29","0.5493","0.5674","0.5594","0.5332","0.5613"
"30","0.5534","0.5695","0.5517","0.537","0.5368"
"31","0.527","0.5743","0.5439","0.5242","0.5379"
"32","0.552","0.4964","0.5745","0.5169","0.5132"
"33","0.5368","0.573","0.5426","0.5478","0.5505"
"34","0.5298","0.5668","0.5541","0.5327","0.547"
"35","0.557","0.5847","0.5903","0.5607","0.5376"
"36","0.5197","0.5687","0.5248","0.535","0.5489"
"37","0.5323","0.5808","0.568","0.5453","0.5743"
"38","0.5344","0.5827","0.5651","0.4683","0.5468"
"39","0.554","0.5754","0.5306","0.5396","0.5429"
"40","0.5468","0.568","0.5603","0.5629","0.5803"
"41","0.5046","0.5621","0.537","0.5505","0.5417"
"42","0.5088","0.5695","0.5689","0.5326","0.5684"
"43","0.5189","0.58","0.5674","0.5428","0.5669"
"44","0.5151","0.566","0.5603","0.5505","0.5564"
"45","0.5563","0.5628","0.5677","0.5551","0.548"
"46","0.557","0.5719","0.5763","0.5344","0.5281"
"47","0.5061","0.58","0.5662","0.5394","0.5603"
"48","0.5401","0.5663","0.5711","0.5322","0.5597"
"49","0.5534","0.5466","0.5379","0.5567","0.5711"
"50","0.554","0.588","0.5569","0.5586","0.5666"
"51","0.536","0.5914","0.5737","0.5315","0.5588"
"52","0.5074","0.519","0.5218","0.5682","0.5619"
"53","0.5049","0.5698","0.5663","0.5666","0.5688"
"54","0.54","0.5837","0.5607","0.5065","0.5575"
"55","0.5131","0.5656","0.5803","0.5241","0.5529"
"56","0.5341","0.5755","0.5611","0.5405","0.5628"
"57","0.563","0.5704","0.506","0.5591","0.5127"
"58","0.5459","0.5792","0.5514","0.5602","0.5635"
"59","0.5303","0.5766","0.5954","0.5489","0.5685"
"60","0.5427","0.564","0.5807","0.5348","0.4935"
"61","0.6325","0.6628","0.6614","0.6316","0.6477"
"62","0.6344","0.6623","0.6683","0.6441","0.6581"
"63","0.6284","0.6702","0.6648","0.6481","0.6515"
"64","0.6434","0.6765","0.6756","0.6447","0.6596"
"65","0.6492","0.6767","0.6657","0.6451","0.6613"
"66","0.6347","0.6816","0.6751","0.6492","0.6539"
"67","0.645","0.6693","0.6702","0.6458","0.6594"
"68","0.642","0.6669","0.6718","0.6406","0.6543"
"69","0.6408","0.6699","0.666","0.6461","0.6507"
"70","0.6466","0.6683","0.665","0.6451","0.6603"
"71","0.6433","0.6714","0.6657","0.6452","0.6577"
"72","0.6463","0.6644","0.66","0.6482","0.6535"
"73","0.6401","0.6567","0.6654","0.6359","0.6562"
"74","0.6282","0.6559","0.6567","0.6468","0.6504"
"75","0.6437","0.6585","0.6614","0.6416","0.6656"
"76","0.6405","0.6561","0.6502","0.6326","0.6526"
"77","0.6415","0.6563","0.6548","0.6402","0.651"
"78","0.6393","0.6582","0.6484","0.6368","0.6373"
"79","0.6248","0.6506","0.6547","0.6374","0.6439"
"80","0.6382","0.6554","0.6518","0.6277","0.6423"
"81","0.6375","0.6609","0.649","0.6348","0.6456"
"82","0.6408","0.6596","0.6541","0.6355","0.6479"
"83","0.6327","0.6591","0.6505","0.6383","0.6388"
"84","0.6312","0.6547","0.6515","0.6425","0.6394"
"85","0.6327","0.6528","0.6466","0.6305","0.6386"
"86","0.6267","0.6508","0.6434","0.6364","0.6439"
"87","0.6422","0.6531","0.6444","0.6308","0.6455"
"88","0.6293","0.648","0.6448","0.6357","0.6345"
"89","0.6078","0.6501","0.6396","0.6387","0.6378"
"90","0.6182","0.6503","0.6457","0.6356","0.6319"
"91","0.6394","0.6487","0.642","0.6337","0.6403"
"92","0.6337","0.6404","0.6409","0.6289","0.6409"
"93","0.6287","0.6495","0.6442","0.6261","0.6351"
"94","0.6285","0.6434","0.6377","0.6306","0.6397"
"95","0.6234","0.6491","0.642","0.6203","0.6356"
"96","0.6332","0.6431","0.6315","0.6271","0.6357"
"97","0.6286","0.6479","0.6464","0.6279","0.6386"
"98","0.6272","0.6487","0.6475","0.6278","0.6374"
"99","0.6272","0.6465","0.644","0.6274","0.6333"
"100","0.6213","0.6447","0.6339","0.6189","0.6331"
"101","0.6322","0.6518","0.6367","0.6241","0.6326"
"102","0.6181","0.6499","0.6381","0.6211","0.6295"
"103","0.6276","0.6393","0.6452","0.6237","0.6326"
"104","0.6236","0.6497","0.6445","0.6245","0.6378"
