"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.2162","0.1656","0.2184","0.2138","0.2109"
"2","0.3427","0.2838","0.3189","0.3765","0.3078"
"3","0.4636","0.3578","0.4793","0.5015","0.4516"
"4","0.532","0.4567","0.5692","0.5881","0.5203"
"5","0.5546","0.5375","0.6358","0.6122","0.5541"
"6","0.5889","0.5708","0.6512","0.6606","0.6353"
"7","0.6839","0.5547","0.68","0.6822","0.6853"
"8","0.6943","0.6863","0.7225","0.6849","0.6984"
"9","0.7305","0.7228","0.7463","0.7256","0.6743"
"10","0.7071","0.6223","0.7002","0.692","0.7003"
"11","0.6555","0.7384","0.7458","0.7565","0.7408"
"12","0.675","0.7042","0.7002","0.7596","0.7016"
"13","0.7743","0.7417","0.7704","0.7589","0.6926"
"14","0.7351","0.7369","0.746","0.6941","0.7727"
"15","0.7671","0.6909","0.7778","0.7472","0.7216"
"16","0.7641","0.7419","0.7422","0.7363","0.7504"
"17","0.7298","0.7196","0.7813","0.7559","0.7755"
"18","0.7657","0.7556","0.7725","0.7644","0.7562"
"19","0.7245","0.7561","0.7492","0.7648","0.7414"
"20","0.7371","0.7835","0.7875","0.7508","0.7448"
"21","0.7528","0.7507","0.8037","0.7725","0.7548"
"22","0.7596","0.709","0.759","0.7761","0.7615"
"23","0.7946","0.7642","0.7817","0.8071","0.7802"
"24","0.7793","0.7644","0.7926","0.7622","0.7733"
"25","0.7689","0.7796","0.7693","0.7723","0.7504"
"26","0.7909","0.771","0.7774","0.7729","0.783"
"27","0.7715","0.7495","0.7902","0.7893","0.7708"
"28","0.8046","0.7886","0.7931","0.7792","0.7855"
"29","0.7736","0.789","0.8023","0.7968","0.7633"
"30","0.7822","0.7579","0.7805","0.7826","0.8156"
"31","0.8057","0.7981","0.7991","0.8021","0.7948"
"32","0.7777","0.7613","0.811","0.7681","0.8054"
"33","0.804","0.8003","0.781","0.7929","0.7906"
"34","0.7942","0.7312","0.7249","0.7013","0.7841"
"35","0.8052","0.7808","0.7711","0.8042","0.7868"
"36","0.7627","0.7936","0.7681","0.768","0.7245"
"37","0.727","0.7948","0.7871","0.8082","0.7663"
"38","0.7948","0.7882","0.7656","0.8052","0.7897"
"39","0.7947","0.8077","0.7928","0.7998","0.7884"
"40","0.7712","0.7846","0.7621","0.7871","0.798"
"41","0.7939","0.7398","0.7256","0.8152","0.8142"
"42","0.7784","0.7533","0.7949","0.7925","0.7583"
"43","0.7438","0.7699","0.8025","0.7863","0.7881"
"44","0.771","0.8092","0.7893","0.8015","0.7994"
"45","0.8146","0.8074","0.8253","0.8066","0.7838"
"46","0.799","0.8021","0.7701","0.8063","0.7964"
"47","0.7796","0.8002","0.809","0.7851","0.8046"
"48","0.7647","0.8052","0.7853","0.7963","0.7774"
"49","0.763","0.7621","0.7297","0.7871","0.8036"
"50","0.8066","0.7773","0.7103","0.7508","0.8106"
"51","0.7927","0.7923","0.7594","0.7824","0.776"
"52","0.8131","0.8147","0.785","0.7845","0.7889"
"53","0.7507","0.7718","0.7487","0.7707","0.7687"
"54","0.778","0.8049","0.8131","0.8132","0.8068"
"55","0.8007","0.7715","0.8058","0.784","0.8124"
"56","0.7868","0.805","0.76","0.764","0.7831"
"57","0.8061","0.8051","0.8113","0.8111","0.7825"
"58","0.8216","0.8124","0.7989","0.813","0.799"
"59","0.7802","0.7928","0.7673","0.7547","0.7963"
"60","0.7947","0.813","0.7979","0.777","0.793"
"61","0.8719","0.8763","0.8818","0.8788","0.884"
"62","0.8815","0.8784","0.8881","0.8913","0.8789"
"63","0.8774","0.8866","0.8927","0.8806","0.8871"
"64","0.8891","0.8897","0.8941","0.8831","0.8839"
"65","0.8857","0.8863","0.8897","0.8913","0.8846"
"66","0.8914","0.8792","0.8919","0.8808","0.8874"
"67","0.8791","0.8841","0.8937","0.8881","0.8884"
"68","0.8813","0.8858","0.8756","0.8905","0.8845"
"69","0.8759","0.8834","0.8811","0.8816","0.8813"
"70","0.8913","0.8793","0.8841","0.8866","0.8767"
"71","0.8864","0.8746","0.8782","0.8866","0.8867"
"72","0.8786","0.8832","0.8887","0.8811","0.877"
"73","0.8761","0.8704","0.8776","0.8904","0.8661"
"74","0.8728","0.8698","0.881","0.8819","0.8849"
"75","0.8858","0.887","0.8811","0.8895","0.8713"
"76","0.8776","0.8764","0.8718","0.8759","0.8809"
"77","0.8772","0.8843","0.8854","0.8719","0.8864"
"78","0.8851","0.885","0.8884","0.8659","0.8749"
"79","0.8692","0.8804","0.8845","0.884","0.8778"
"80","0.8741","0.8787","0.8863","0.8885","0.8732"
"81","0.8728","0.881","0.8839","0.8834","0.8722"
"82","0.8801","0.8874","0.8805","0.8849","0.8767"
"83","0.8723","0.8526","0.8786","0.8567","0.8854"
"84","0.8788","0.8708","0.8775","0.8898","0.8811"
"85","0.8872","0.8776","0.881","0.8899","0.8793"
"86","0.8815","0.8896","0.8853","0.8813","0.8919"
"87","0.882","0.8862","0.8835","0.8723","0.8764"
"88","0.8765","0.8692","0.8796","0.895","0.8715"
"89","0.8818","0.8841","0.8766","0.8707","0.8763"
"90","0.8573","0.8485","0.8661","0.8846","0.8675"
"91","0.8757","0.8766","0.8818","0.8882","0.8808"
"92","0.8802","0.8767","0.8781","0.8796","0.8793"
"93","0.8808","0.848","0.8835","0.8715","0.8774"
"94","0.8829","0.8744","0.8767","0.8593","0.883"
"95","0.8785","0.8779","0.8877","0.8792","0.8854"
"96","0.8712","0.8593","0.8834","0.8563","0.8753"
"97","0.8901","0.874","0.8843","0.88","0.8813"
"98","0.879","0.8727","0.8767","0.8762","0.8792"
"99","0.8832","0.8727","0.8899","0.884","0.8822"
"100","0.8781","0.8854","0.885","0.8705","0.8792"
"101","0.8714","0.8783","0.882","0.8766","0.8851"
"102","0.8869","0.8769","0.8709","0.8738","0.8786"
"103","0.8725","0.8837","0.8838","0.8846","0.8821"
"104","0.8757","0.8906","0.8859","0.8886","0.8856"
"105","0.8784","0.8833","0.8931","0.8828","0.8808"
"106","0.8883","0.8763","0.8823","0.8845","0.8818"
"107","0.88","0.8719","0.86","0.8823","0.8609"
"108","0.8776","0.8918","0.8868","0.8883","0.8927"
"109","0.8895","0.883","0.8901","0.8855","0.8808"
"110","0.88","0.8719","0.8783","0.893","0.8718"
"111","0.8887","0.8754","0.8858","0.8909","0.883"
"112","0.8818","0.8842","0.8839","0.8777","0.8812"
"113","0.8897","0.8817","0.8841","0.8862","0.8785"
"114","0.8875","0.8876","0.8879","0.8761","0.8856"
"115","0.8812","0.8735","0.8923","0.8858","0.8829"
"116","0.8818","0.8769","0.8804","0.8959","0.8745"
"117","0.881","0.8724","0.8818","0.8878","0.8898"
"118","0.8895","0.8791","0.8864","0.8899","0.8617"
"119","0.8895","0.8827","0.888","0.8772","0.8874"
"120","0.8826","0.8697","0.8814","0.8918","0.8875"
"121","0.9176","0.9173","0.9181","0.9159","0.916"
"122","0.9166","0.9185","0.9188","0.9198","0.9161"
"123","0.9187","0.9195","0.9219","0.9197","0.9192"
"124","0.9168","0.92","0.9208","0.9195","0.9178"
"125","0.919","0.9187","0.9206","0.9237","0.9202"
"126","0.9206","0.921","0.9215","0.9237","0.9206"
"127","0.9176","0.919","0.9204","0.9236","0.9216"
"128","0.92","0.9186","0.9207","0.9202","0.9224"
"129","0.9228","0.9215","0.9214","0.9214","0.9223"
"130","0.9202","0.9188","0.9187","0.922","0.9164"
"131","0.9236","0.9216","0.9244","0.924","0.9186"
"132","0.921","0.9174","0.9241","0.9178","0.9212"
"133","0.9185","0.92","0.9231","0.9208","0.9203"
"134","0.9211","0.9184","0.9241","0.9186","0.9211"
"135","0.9223","0.9181","0.9224","0.9205","0.9201"
"136","0.9196","0.921","0.9211","0.9259","0.9202"
"137","0.9189","0.9159","0.9192","0.9219","0.9214"
"138","0.9194","0.9181","0.9231","0.9168","0.9209"
"139","0.9224","0.9159","0.9231","0.9196","0.9187"
"140","0.918","0.9133","0.9234","0.9202","0.9161"
"141","0.9245","0.9158","0.9173","0.9191","0.9222"
"142","0.9232","0.9162","0.9226","0.9224","0.9148"
"143","0.9159","0.9171","0.9203","0.9204","0.9182"
"144","0.9202","0.9162","0.9181","0.919","0.9197"
"145","0.9198","0.9157","0.9169","0.92","0.9167"
"146","0.9197","0.9166","0.918","0.9206","0.9158"
"147","0.9193","0.9158","0.9174","0.9188","0.9163"
"148","0.9194","0.9114","0.9226","0.9152","0.916"
"149","0.9185","0.9165","0.9174","0.9192","0.9147"
"150","0.9213","0.9143","0.9201","0.9164","0.9173"
"151","0.921","0.9152","0.9233","0.9209","0.9155"
"152","0.9167","0.9152","0.9241","0.9206","0.9161"
"153","0.9195","0.9115","0.9204","0.9201","0.9146"
"154","0.921","0.9138","0.9247","0.9212","0.9166"
"155","0.92","0.9154","0.9214","0.9214","0.9197"
"156","0.9191","0.9155","0.9202","0.9198","0.9191"
"157","0.9143","0.9129","0.917","0.9175","0.9153"
"158","0.918","0.9123","0.9199","0.9167","0.9176"
"159","0.9174","0.913","0.9215","0.9213","0.9166"
"160","0.9203","0.9169","0.9176","0.9169","0.9168"
"161","0.9272","0.9246","0.9285","0.9255","0.9251"
"162","0.9282","0.9249","0.9292","0.928","0.9239"
"163","0.9273","0.925","0.9297","0.93","0.9268"
"164","0.9264","0.9249","0.9312","0.9295","0.9251"
"165","0.9293","0.9256","0.9299","0.931","0.9281"
"166","0.9303","0.925","0.9308","0.9295","0.9277"
"167","0.9291","0.9239","0.9323","0.9309","0.9282"
"168","0.9298","0.9251","0.9306","0.9292","0.9254"
"169","0.9293","0.9261","0.9306","0.9284","0.9262"
"170","0.931","0.9267","0.9315","0.9322","0.9287"
"171","0.9303","0.926","0.9316","0.9305","0.9266"
"172","0.9288","0.9276","0.9322","0.93","0.9287"
"173","0.9298","0.9249","0.9318","0.9287","0.9277"
"174","0.9282","0.9247","0.9314","0.9288","0.9267"
"175","0.9293","0.9272","0.9316","0.9298","0.9257"
"176","0.9299","0.9267","0.931","0.9292","0.9275"
"177","0.9306","0.9263","0.9315","0.9283","0.9265"
"178","0.9291","0.9267","0.9326","0.9273","0.9257"
"179","0.9271","0.9263","0.9329","0.9295","0.9275"
"180","0.9286","0.9254","0.9299","0.9284","0.9271"
"181","0.9288","0.9262","0.931","0.9273","0.9264"
"182","0.9287","0.9266","0.9307","0.9312","0.9285"
"183","0.928","0.9264","0.932","0.9311","0.927"
"184","0.9312","0.9274","0.9309","0.9292","0.9275"
"185","0.9298","0.9255","0.9316","0.9294","0.9269"
"186","0.9308","0.9277","0.9296","0.9298","0.9276"
"187","0.9306","0.9275","0.9288","0.9282","0.9279"
"188","0.9312","0.9285","0.9309","0.9302","0.9295"
"189","0.9305","0.9272","0.9296","0.9289","0.9273"
"190","0.9296","0.9263","0.9321","0.9274","0.9282"
"191","0.9307","0.9278","0.9308","0.9272","0.9275"
"192","0.9286","0.9281","0.9284","0.927","0.9298"
"193","0.9299","0.9265","0.9295","0.9318","0.9286"
"194","0.9272","0.9285","0.9299","0.9291","0.9293"
"195","0.9309","0.9274","0.9296","0.9289","0.9271"
"196","0.9293","0.9281","0.93","0.9299","0.9292"
"197","0.9298","0.9273","0.9293","0.9285","0.9277"
"198","0.9301","0.9273","0.9308","0.929","0.9264"
"199","0.9291","0.9268","0.9304","0.9308","0.929"
"200","0.9295","0.9263","0.9303","0.9295","0.9279"
