"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"112","0.6852","0.6852","0.6852","0.6852","0.6852"
"113","0.6811","0.6811","0.6811","0.6811","0.6811"
"114","0.6783","0.6783","0.6783","0.6783","0.6783"
"115","0.6736","0.6736","0.6736","0.6736","0.6736"
"116","0.7003","0.7003","0.7003","0.7003","0.7003"
"117","0.6847","0.6847","0.6847","0.6847","0.6847"
"118","0.6897","0.6897","0.6897","0.6897","0.6897"
"119","0.6921","0.6921","0.6921","0.6921","0.6921"
"120","0.6954","0.6954","0.6954","0.6954","0.6954"
"121","0.7605","0.7605","0.7605","0.7605","0.7605"
"122","0.7632","0.7632","0.7632","0.7632","0.7632"
"123","0.7646","0.7646","0.7646","0.7646","0.7646"
"124","0.7653","0.7653","0.7653","0.7653","0.7653"
"125","0.7653","0.7653","0.7653","0.7653","0.7653"
"126","0.7699","0.7699","0.7699","0.7699","0.7699"
"127","0.7655","0.7655","0.7655","0.7655","0.7655"
"128","0.7691","0.7691","0.7691","0.7691","0.7691"
"129","0.7661","0.7661","0.7661","0.7661","0.7661"
"130","0.7646","0.7646","0.7646","0.7646","0.7646"
"131","0.7666","0.7666","0.7666","0.7666","0.7666"
"132","0.761","0.761","0.761","0.761","0.761"
"133","0.767","0.767","0.767","0.767","0.767"
"134","0.7655","0.7655","0.7655","0.7655","0.7655"
"135","0.7695","0.7695","0.7695","0.7695","0.7695"
"136","0.7581","0.7581","0.7581","0.7581","0.7581"
"137","0.7656","0.7656","0.7656","0.7656","0.7656"
"138","0.7659","0.7659","0.7659","0.7659","0.7659"
"139","0.7633","0.7633","0.7633","0.7633","0.7633"
"140","0.7682","0.7682","0.7682","0.7682","0.7682"
"141","0.7623","0.7623","0.7623","0.7623","0.7623"
"142","0.7595","0.7595","0.7595","0.7595","0.7595"
"143","0.7643","0.7643","0.7643","0.7643","0.7643"
"144","0.7564","0.7564","0.7564","0.7564","0.7564"
"145","0.7618","0.7618","0.7618","0.7618","0.7618"
"146","0.7622","0.7622","0.7622","0.7622","0.7622"
"147","0.7526","0.7526","0.7526","0.7526","0.7526"
"148","0.7591","0.7591","0.7591","0.7591","0.7591"
"149","0.763","0.763","0.763","0.763","0.763"
"150","0.759","0.759","0.759","0.759","0.759"
"151","0.7613","0.7613","0.7613","0.7613","0.7613"
"152","0.7615","0.7615","0.7615","0.7615","0.7615"
"153","0.7587","0.7587","0.7587","0.7587","0.7587"
"154","0.7579","0.7579","0.7579","0.7579","0.7579"
"155","0.7526","0.7526","0.7526","0.7526","0.7526"
"156","0.7635","0.7635","0.7635","0.7635","0.7635"
"157","0.7608","0.7608","0.7608","0.7608","0.7608"
"158","0.7582","0.7582","0.7582","0.7582","0.7582"
"159","0.7546","0.7546","0.7546","0.7546","0.7546"
"160","0.7495","0.7495","0.7495","0.7495","0.7495"
"161","0.7797","0.7797","0.7797","0.7797","0.7797"
"162","0.7798","0.7798","0.7798","0.7798","0.7798"
"163","0.7817","0.7817","0.7817","0.7817","0.7817"
"164","0.7803","0.7803","0.7803","0.7803","0.7803"
"165","0.7808","0.7808","0.7808","0.7808","0.7808"
"166","0.7811","0.7811","0.7811","0.7811","0.7811"
"167","0.7828","0.7828","0.7828","0.7828","0.7828"
"168","0.781","0.781","0.781","0.781","0.781"
"169","0.783","0.783","0.783","0.783","0.783"
"170","0.7797","0.7797","0.7797","0.7797","0.7797"
"171","0.7812","0.7812","0.7812","0.7812","0.7812"
"172","0.7803","0.7803","0.7803","0.7803","0.7803"
"173","0.7842","0.7842","0.7842","0.7842","0.7842"
"174","0.7794","0.7794","0.7794","0.7794","0.7794"
"175","0.7825","0.7825","0.7825","0.7825","0.7825"
"176","0.7825","0.7825","0.7825","0.7825","0.7825"
"177","0.7822","0.7822","0.7822","0.7822","0.7822"
"178","0.7828","0.7828","0.7828","0.7828","0.7828"
"179","0.7763","0.7763","0.7763","0.7763","0.7763"
"180","0.78","0.78","0.78","0.78","0.78"
"181","0.7785","0.7785","0.7785","0.7785","0.7785"
"182","0.7821","0.7821","0.7821","0.7821","0.7821"
"183","0.7789","0.7789","0.7789","0.7789","0.7789"
"184","0.7818","0.7818","0.7818","0.7818","0.7818"
"185","0.779","0.779","0.779","0.779","0.779"
"186","0.7779","0.7779","0.7779","0.7779","0.7779"
"187","0.7796","0.7796","0.7796","0.7796","0.7796"
"188","0.7805","0.7805","0.7805","0.7805","0.7805"
"189","0.7791","0.7791","0.7791","0.7791","0.7791"
"190","0.7798","0.7798","0.7798","0.7798","0.7798"
"191","0.7795","0.7795","0.7795","0.7795","0.7795"
"192","0.7785","0.7785","0.7785","0.7785","0.7785"
"193","0.7802","0.7802","0.7802","0.7802","0.7802"
"194","0.778","0.778","0.778","0.778","0.778"
"195","0.7812","0.7812","0.7812","0.7812","0.7812"
"196","0.7795","0.7795","0.7795","0.7795","0.7795"
"197","0.7784","0.7784","0.7784","0.7784","0.7784"
"198","0.7757","0.7757","0.7757","0.7757","0.7757"
"199","0.7782","0.7782","0.7782","0.7782","0.7782"
"200","0.7779","0.7779","0.7779","0.7779","0.7779"
