"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.203","0.1915","0.2295","0.2045","0.2427"
"2","0.3207","0.2868","0.3467","0.3412","0.3391"
"3","0.394","0.3298","0.4565","0.4159","0.4131"
"4","0.5119","0.4205","0.5349","0.5374","0.5119"
"5","0.5742","0.5041","0.6219","0.5648","0.599"
"6","0.5675","0.5833","0.6346","0.6256","0.6153"
"7","0.6279","0.6234","0.692","0.6478","0.6258"
"8","0.6275","0.6037","0.6807","0.7145","0.6862"
"9","0.6856","0.6713","0.6828","0.7086","0.7136"
"10","0.7402","0.7285","0.7035","0.7323","0.7216"
"11","0.7021","0.7034","0.756","0.7122","0.6979"
"12","0.7685","0.722","0.7509","0.7675","0.7383"
"13","0.7287","0.7403","0.7312","0.7606","0.7377"
"14","0.7486","0.7353","0.7818","0.763","0.7648"
"15","0.6846","0.7276","0.7479","0.7496","0.7463"
"16","0.7717","0.733","0.7396","0.7848","0.77"
"17","0.7304","0.7689","0.7766","0.7737","0.7624"
"18","0.7869","0.7504","0.7555","0.7512","0.7473"
"19","0.7608","0.7414","0.7586","0.7613","0.7753"
"20","0.7319","0.7708","0.774","0.7397","0.7671"
"21","0.7568","0.7344","0.7649","0.7197","0.7376"
"22","0.7892","0.7591","0.7857","0.7857","0.7371"
"23","0.7563","0.7142","0.7517","0.7834","0.7689"
"24","0.6801","0.7569","0.7623","0.7758","0.7733"
"25","0.7778","0.6911","0.7908","0.794","0.7714"
"26","0.7985","0.756","0.7533","0.777","0.7766"
"27","0.7963","0.7573","0.7515","0.7146","0.78"
"28","0.7442","0.7695","0.7705","0.7732","0.7969"
"29","0.807","0.7931","0.7526","0.8195","0.7464"
"30","0.7962","0.7804","0.7936","0.8017","0.799"
"31","0.7991","0.7735","0.7985","0.7871","0.8042"
"32","0.767","0.8029","0.8088","0.8079","0.7785"
"33","0.7163","0.7165","0.7926","0.7707","0.736"
"34","0.7645","0.7788","0.7597","0.7997","0.7208"
"35","0.7838","0.7932","0.7863","0.8037","0.7886"
"36","0.7794","0.8096","0.7993","0.7862","0.7833"
"37","0.7607","0.7729","0.7835","0.7958","0.7836"
"38","0.7766","0.7441","0.7333","0.7654","0.7627"
"39","0.7633","0.7985","0.804","0.7681","0.7492"
"40","0.7993","0.781","0.7877","0.7946","0.7319"
"41","0.7844","0.7965","0.7945","0.7643","0.7238"
"42","0.761","0.8079","0.7966","0.7869","0.7732"
"43","0.8036","0.7983","0.8007","0.768","0.8018"
"44","0.8128","0.7522","0.7914","0.8047","0.753"
"45","0.737","0.794","0.788","0.7085","0.7568"
"46","0.7847","0.8129","0.8092","0.7869","0.8007"
"47","0.7742","0.7294","0.7613","0.8113","0.7881"
"48","0.7844","0.7959","0.772","0.8119","0.7716"
"49","0.7931","0.7946","0.8188","0.734","0.8027"
"50","0.7945","0.7667","0.7883","0.8114","0.7793"
"51","0.7586","0.8125","0.7603","0.7717","0.7465"
"52","0.792","0.8087","0.7762","0.8021","0.8043"
"53","0.7743","0.7759","0.7862","0.7818","0.7382"
"54","0.7896","0.7757","0.7085","0.8145","0.7638"
"55","0.7504","0.7168","0.7625","0.7689","0.7778"
"56","0.791","0.7543","0.7568","0.763","0.751"
"57","0.7853","0.7774","0.7798","0.7872","0.7738"
"58","0.7952","0.7699","0.7152","0.8268","0.784"
"59","0.7688","0.7827","0.7642","0.7946","0.7366"
"60","0.7878","0.7792","0.7765","0.7896","0.7777"
"61","0.8811","0.8759","0.882","0.8835","0.8693"
"62","0.8772","0.8769","0.8828","0.88","0.8872"
"63","0.8817","0.8788","0.8935","0.8778","0.8898"
"64","0.8838","0.8806","0.8848","0.891","0.8783"
"65","0.88","0.8741","0.8769","0.8885","0.8694"
"66","0.875","0.8692","0.8731","0.8758","0.8703"
"67","0.8633","0.8686","0.8697","0.8712","0.8685"
"68","0.8701","0.876","0.8815","0.8876","0.887"
"69","0.8791","0.8808","0.8789","0.8751","0.8802"
"70","0.8842","0.8784","0.8915","0.8871","0.8837"
"71","0.8726","0.8755","0.8867","0.8703","0.8717"
"72","0.8727","0.8704","0.8749","0.8764","0.8744"
"73","0.8779","0.8694","0.8667","0.8835","0.8759"
"74","0.8864","0.8837","0.8844","0.8818","0.8881"
"75","0.8602","0.8687","0.8464","0.855","0.8432"
"76","0.8833","0.8646","0.8807","0.8778","0.8708"
"77","0.8837","0.8883","0.8819","0.8854","0.8774"
"78","0.8796","0.8723","0.8835","0.8868","0.8778"
"79","0.8682","0.8591","0.8688","0.8582","0.8741"
"80","0.8721","0.8837","0.8841","0.8836","0.8755"
"81","0.8692","0.8832","0.8831","0.8874","0.8684"
"82","0.8744","0.8791","0.8771","0.8745","0.886"
"83","0.8694","0.8736","0.8745","0.8754","0.8775"
"84","0.8545","0.8656","0.8711","0.8734","0.8637"
"85","0.8728","0.8698","0.8785","0.884","0.8924"
"86","0.8627","0.8652","0.8504","0.8681","0.8801"
"87","0.873","0.8753","0.8884","0.8793","0.8819"
"88","0.8672","0.8805","0.8849","0.8718","0.8826"
"89","0.8481","0.8722","0.8628","0.8728","0.8695"
"90","0.8836","0.878","0.8803","0.8704","0.8932"
"91","0.8771","0.8729","0.8712","0.879","0.878"
"92","0.8802","0.8746","0.8713","0.8775","0.8855"
"93","0.8594","0.8758","0.8729","0.885","0.8758"
"94","0.8795","0.8699","0.8668","0.8697","0.8801"
"95","0.86","0.8664","0.8585","0.8642","0.8723"
"96","0.8743","0.8599","0.8732","0.8827","0.8743"
"97","0.8602","0.8786","0.8815","0.8631","0.8683"
"98","0.872","0.8606","0.8702","0.8811","0.8801"
"99","0.8626","0.8748","0.8768","0.881","0.8795"
"100","0.8834","0.876","0.8693","0.8869","0.8843"
"101","0.867","0.8621","0.878","0.8746","0.886"
"102","0.8689","0.8694","0.8706","0.8685","0.8652"
"103","0.8796","0.8798","0.8665","0.8578","0.8891"
"104","0.872","0.8887","0.8818","0.8701","0.8845"
"105","0.8853","0.8646","0.8602","0.8772","0.8657"
"106","0.877","0.8752","0.8727","0.8888","0.8762"
"107","0.8586","0.8741","0.8817","0.8746","0.8693"
"108","0.8777","0.866","0.8891","0.8733","0.8674"
"109","0.8698","0.8822","0.8809","0.8765","0.8706"
"110","0.8694","0.8804","0.8792","0.8706","0.8764"
"111","0.8791","0.8754","0.8864","0.8821","0.8783"
"112","0.8795","0.8732","0.8801","0.8798","0.87"
"113","0.8752","0.8792","0.8819","0.875","0.8793"
"114","0.8618","0.8835","0.8866","0.8792","0.8773"
"115","0.878","0.8734","0.8746","0.8811","0.8885"
"116","0.8701","0.8817","0.87","0.883","0.8521"
"117","0.8784","0.8726","0.8832","0.8545","0.8643"
"118","0.8762","0.8553","0.8655","0.8535","0.8763"
"119","0.8659","0.8702","0.8631","0.8866","0.8646"
"120","0.8745","0.8835","0.8563","0.8645","0.8813"
"121","0.9084","0.9029","0.9139","0.9142","0.9083"
"122","0.9079","0.9099","0.9133","0.9102","0.9144"
"123","0.9144","0.9116","0.9194","0.9101","0.9125"
"124","0.9173","0.9099","0.9148","0.9105","0.9187"
"125","0.9146","0.9099","0.9145","0.9143","0.9158"
"126","0.9153","0.9157","0.9153","0.9119","0.9104"
"127","0.9145","0.9145","0.9143","0.9196","0.9202"
"128","0.9087","0.9153","0.9195","0.9163","0.9146"
"129","0.9141","0.9151","0.915","0.9116","0.9173"
"130","0.9144","0.9134","0.9183","0.9195","0.9154"
"131","0.9165","0.917","0.9175","0.9167","0.9164"
"132","0.9181","0.9163","0.919","0.9172","0.9143"
"133","0.9134","0.9143","0.9141","0.9167","0.9139"
"134","0.9098","0.9105","0.9161","0.9147","0.9179"
"135","0.9179","0.9127","0.9203","0.9167","0.9175"
"136","0.9155","0.9184","0.921","0.9168","0.9185"
"137","0.9142","0.9186","0.9205","0.9158","0.9136"
"138","0.9161","0.9139","0.9126","0.9182","0.9191"
"139","0.9165","0.9194","0.9183","0.9211","0.9133"
"140","0.9179","0.9136","0.9164","0.9175","0.9189"
"141","0.9182","0.92","0.9191","0.9186","0.9104"
"142","0.9114","0.9138","0.914","0.9184","0.9131"
"143","0.9166","0.9152","0.9186","0.9139","0.9163"
"144","0.9143","0.9145","0.9118","0.9174","0.9108"
"145","0.9117","0.9125","0.9175","0.9135","0.9162"
"146","0.9111","0.9175","0.9151","0.913","0.915"
"147","0.9156","0.9145","0.919","0.9199","0.9113"
"148","0.9196","0.9108","0.9157","0.914","0.9176"
"149","0.9138","0.911","0.9165","0.9138","0.9193"
"150","0.9152","0.9104","0.9241","0.9164","0.9204"
"151","0.9182","0.9181","0.9165","0.912","0.9138"
"152","0.9124","0.9123","0.917","0.9138","0.9048"
"153","0.912","0.907","0.9107","0.9125","0.9077"
"154","0.9128","0.9139","0.9206","0.9146","0.9099"
"155","0.9168","0.9076","0.914","0.911","0.9119"
"156","0.9121","0.9162","0.9162","0.9137","0.9144"
"157","0.9136","0.9135","0.917","0.9101","0.9128"
"158","0.9206","0.9176","0.9202","0.9108","0.9186"
"159","0.913","0.9168","0.9187","0.9155","0.9135"
"160","0.9114","0.9112","0.9172","0.9139","0.9131"
"161","0.9216","0.924","0.9244","0.9188","0.9208"
"162","0.9216","0.9234","0.9265","0.9234","0.9224"
"163","0.9238","0.9224","0.9257","0.9256","0.9232"
"164","0.9217","0.9244","0.9239","0.9227","0.9269"
"165","0.9252","0.9235","0.9251","0.9258","0.9231"
"166","0.9268","0.9241","0.9254","0.9224","0.9198"
"167","0.9238","0.9236","0.9244","0.9209","0.9222"
"168","0.9236","0.9246","0.9264","0.9264","0.9237"
"169","0.9237","0.9244","0.9241","0.9231","0.9248"
"170","0.9275","0.9227","0.9244","0.9247","0.924"
"171","0.925","0.9221","0.924","0.9238","0.9209"
"172","0.9277","0.926","0.9243","0.924","0.9247"
"173","0.9236","0.9264","0.926","0.9254","0.9254"
"174","0.9248","0.9249","0.926","0.9238","0.9248"
