"Epoch","base","base+","cutout","mixup","cutmix"
"87","0.2593","0.2925","0.2922","0.3345","0.3131"
"88","0.2585","0.3245","0.2905","0.3283","0.2915"
"89","0.2618","0.3172","0.2973","0.3202","0.3129"
"90","0.2608","0.3119","0.2957","0.3439","0.3182"
"91","0.2676","0.3087","0.2844","0.3177","0.3135"
"92","0.2614","0.3171","0.2969","0.327","0.3074"
"93","0.2598","0.3281","0.2898","0.3294","0.3232"
"94","0.2596","0.3151","0.2857","0.3378","0.3185"
"95","0.2572","0.3271","0.2981","0.3348","0.3192"
"96","0.2594","0.3115","0.3026","0.3433","0.3239"
"97","0.2615","0.3143","0.3048","0.3384","0.2977"
"98","0.2638","0.334","0.2948","0.338","0.3205"
"99","0.2604","0.3152","0.2936","0.3332","0.3363"
"100","0.2577","0.3278","0.2996","0.3214","0.3127"
"101","0.2593","0.3176","0.299","0.3481","0.331"
"102","0.2554","0.3214","0.3118","0.3403","0.3309"
"103","0.2548","0.3186","0.2992","0.3368","0.3255"
"104","0.2453","0.322","0.308","0.3428","0.3237"
"105","0.2579","0.3299","0.3045","0.3289","0.3293"
"106","0.2547","0.3076","0.2918","0.3432","0.3198"
"107","0.2524","0.3137","0.311","0.3476","0.3194"
"108","0.2606","0.3291","0.2978","0.3517","0.325"
"109","0.2508","0.3261","0.2967","0.3323","0.328"
"110","0.2627","0.3341","0.3098","0.3456","0.3123"
"111","0.2522","0.3119","0.2936","0.3405","0.3173"
"112","0.2522","0.2989","0.2871","0.3551","0.3297"
"113","0.2525","0.3264","0.3005","0.3347","0.3338"
"114","0.255","0.3251","0.2972","0.3419","0.3225"
"115","0.2481","0.2906","0.2993","0.3121","0.324"
"116","0.2475","0.3352","0.3084","0.3484","0.325"
"117","0.2511","0.3261","0.2988","0.3175","0.3341"
"118","0.2502","0.3281","0.2826","0.3403","0.319"
"119","0.2515","0.3191","0.2998","0.3353","0.3224"
"120","0.249","0.3322","0.3034","0.3344","0.3245"
"121","0.2688","0.3747","0.3427","0.3857","0.3737"
"122","0.2646","0.3823","0.3465","0.3882","0.3794"
"123","0.2637","0.3826","0.3554","0.3855","0.38"
"124","0.2606","0.3861","0.3558","0.3792","0.3835"
"125","0.2577","0.3766","0.3575","0.3881","0.3873"
"126","0.2596","0.3827","0.3574","0.383","0.3858"
"127","0.2573","0.379","0.3477","0.3922","0.3839"
"128","0.255","0.3929","0.358","0.3898","0.3841"
"129","0.2549","0.3793","0.357","0.3841","0.394"
"130","0.2548","0.3823","0.3551","0.3886","0.3846"
"131","0.2518","0.389","0.3613","0.3915","0.3962"
"132","0.2496","0.3859","0.3571","0.3903","0.3912"
"133","0.2522","0.3869","0.3591","0.3934","0.3901"
"134","0.2529","0.3874","0.358","0.3979","0.3953"
"135","0.2503","0.39","0.36","0.3979","0.392"
"136","0.2505","0.3876","0.3605","0.39","0.4047"
"137","0.248","0.3952","0.3518","0.3945","0.3977"
"138","0.2483","0.3869","0.3584","0.3896","0.3919"
"139","0.2505","0.3904","0.3571","0.3951","0.4009"
"140","0.248","0.3781","0.3572","0.3978","0.3954"
"141","0.2458","0.3853","0.3617","0.4034","0.3896"
"142","0.2462","0.3875","0.3582","0.4003","0.3962"
"143","0.2447","0.3893","0.355","0.3896","0.3967"
"144","0.2478","0.3873","0.3604","0.3991","0.3908"
"145","0.2472","0.3945","0.3525","0.3932","0.3955"
"146","0.244","0.3927","0.3594","0.3991","0.3925"
"147","0.2443","0.3902","0.3616","0.3876","0.3983"
"148","0.2439","0.3977","0.3543","0.3884","0.3875"
"149","0.2426","0.3885","0.356","0.3952","0.3933"
"150","0.2441","0.3901","0.3539","0.3947","0.3979"
"151","0.2434","0.3894","0.3617","0.3929","0.3938"
"152","0.2452","0.3974","0.3575","0.3897","0.3961"
"153","0.2425","0.3917","0.3687","0.4025","0.4006"
"154","0.2398","0.3922","0.3588","0.4077","0.3873"
"155","0.2413","0.3886","0.3589","0.3863","0.3994"
"156","0.2398","0.3905","0.3654","0.4048","0.3985"
"157","0.2417","0.3871","0.3554","0.4083","0.3948"
"158","0.2373","0.392","0.3594","0.3963","0.397"
"159","0.237","0.3879","0.354","0.3915","0.3978"
"160","0.2371","0.3957","0.3596","0.4031","0.3955"
"161","0.2414","0.4113","0.3737","0.4139","0.4143"
"162","0.2422","0.409","0.3735","0.4165","0.4146"
"163","0.2412","0.4115","0.3772","0.4162","0.4142"
"164","0.2424","0.4086","0.3776","0.408","0.4143"
"165","0.2404","0.4092","0.3688","0.4113","0.4179"
"166","0.2399","0.4098","0.3789","0.4065","0.4157"
"167","0.239","0.4138","0.3768","0.4122","0.4106"
"168","0.2383","0.4087","0.3742","0.4137","0.4132"
"169","0.2401","0.4147","0.3779","0.4184","0.4123"
"170","0.2385","0.4123","0.3774","0.4226","0.4115"
"171","0.2393","0.4149","0.3792","0.4186","0.4119"
"172","0.2372","0.4104","0.3755","0.4123","0.4139"
"173","0.2389","0.4133","0.3748","0.4145","0.4176"
"174","0.2387","0.415","0.378","0.4185","0.4141"
"175","0.2356","0.4134","0.3754","0.4132","0.4166"
"176","0.2366","0.415","0.3789","0.4125","0.4134"
"177","0.2368","0.4168","0.3767","0.4172","0.4171"
"178","0.2363","0.4133","0.3767","0.4202","0.4163"
"179","0.2366","0.4168","0.3764","0.419","0.4129"
"180","0.2353","0.4164","0.376","0.4142","0.4173"
"181","0.2378","0.4165","0.3747","0.4157","0.4185"
"182","0.2372","0.4155","0.3735","0.4092","0.4145"
"183","0.2363","0.4172","0.3727","0.41","0.4186"
"184","0.2354","0.4145","0.3768","0.4182","0.4182"
"185","0.235","0.4177","0.3737","0.4146","0.4176"
"186","0.2361","0.4161","0.3762","0.4187","0.4156"
"187","0.2359","0.4163","0.373","0.4255","0.4161"
"188","0.2349","0.4157","0.3758","0.4212","0.4187"
"189","0.2344","0.4162","0.3789","0.4159","0.4132"
"190","0.2355","0.418","0.3748","0.4128","0.4166"
"191","0.2343","0.4142","0.383","0.42","0.4144"
"192","0.2345","0.418","0.3762","0.4075","0.4162"
"193","0.2342","0.4158","0.3733","0.41","0.4166"
"194","0.2351","0.4196","0.3759","0.4198","0.4209"
"195","0.2341","0.4189","0.3819","0.4224","0.4191"
"196","0.2327","0.4191","0.3784","0.419","0.4189"
"197","0.2344","0.4166","0.3735","0.407","0.4163"
"198","0.234","0.4198","0.3795","0.4139","0.418"
"199","0.2349","0.4201","0.3774","0.4181","0.4178"
"200","0.2327","0.4182","0.3764","0.412","0.4185"
