"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.194","0.2048","0.202","0.211","0.1922"
"2","0.3307","0.3438","0.3064","0.3215","0.3025"
"3","0.4019","0.4031","0.389","0.4092","0.3889"
"4","0.4573","0.4402","0.4318","0.4398","0.4434"
"5","0.4802","0.4753","0.4392","0.4714","0.456"
"6","0.4783","0.472","0.4741","0.489","0.4678"
"7","0.4927","0.5006","0.4994","0.5216","0.5054"
"8","0.4839","0.5164","0.5012","0.5096","0.5284"
"9","0.5431","0.5193","0.5223","0.5442","0.5163"
"10","0.5297","0.546","0.5158","0.5232","0.5241"
"11","0.5355","0.492","0.5226","0.5179","0.5182"
"12","0.5264","0.5436","0.5411","0.5444","0.5527"
"13","0.5058","0.4995","0.5577","0.5074","0.5242"
"14","0.5258","0.5348","0.5231","0.5056","0.5354"
"15","0.5522","0.5358","0.5628","0.5491","0.5389"
"16","0.5062","0.5489","0.5485","0.5598","0.5731"
"17","0.5441","0.5279","0.5306","0.5253","0.5375"
"18","0.5327","0.5285","0.5561","0.518","0.5668"
"19","0.5512","0.542","0.5256","0.5046","0.5571"
"20","0.5616","0.5613","0.5654","0.558","0.5567"
"21","0.5588","0.5409","0.5668","0.5536","0.581"
"22","0.5611","0.4981","0.5503","0.5406","0.5519"
"23","0.5577","0.5567","0.5327","0.579","0.5436"
"24","0.5756","0.5449","0.5621","0.537","0.5115"
"25","0.5539","0.5848","0.5333","0.5744","0.5281"
"26","0.5621","0.5624","0.5853","0.5407","0.5485"
"27","0.5612","0.5803","0.522","0.5463","0.5681"
"28","0.5885","0.5786","0.529","0.5655","0.5528"
"29","0.552","0.5322","0.5452","0.5297","0.5358"
"30","0.559","0.5771","0.5714","0.5672","0.5669"
"31","0.5647","0.5456","0.5067","0.5537","0.5481"
"32","0.5643","0.5823","0.5643","0.5819","0.5863"
"33","0.5706","0.5669","0.5605","0.5814","0.5843"
"34","0.5154","0.578","0.5402","0.5508","0.5768"
"35","0.5901","0.5643","0.5497","0.5584","0.5578"
"36","0.5745","0.5649","0.5674","0.5944","0.5802"
"37","0.5596","0.5741","0.5651","0.5501","0.5692"
"38","0.5561","0.5522","0.5737","0.5659","0.5774"
