"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.426","0.4251","0.4004","0.4199","0.4069"
"2","0.4629","0.4743","0.4437","0.4499","0.4549"
"3","0.4338","0.4949","0.478","0.4995","0.4818"
"4","0.4576","0.4881","0.4628","0.502","0.4996"
"5","0.5196","0.5178","0.5034","0.5311","0.525"
"6","0.5078","0.5367","0.5316","0.5223","0.5312"
"7","0.5196","0.5556","0.5155","0.5417","0.5352"
"8","0.4935","0.5445","0.5133","0.5439","0.5462"
"9","0.5217","0.5453","0.5351","0.538","0.5539"
"10","0.5289","0.5667","0.4988","0.567","0.5272"
"11","0.4981","0.4788","0.5309","0.5635","0.575"
"12","0.5521","0.5641","0.5271","0.5685","0.5785"
"13","0.5526","0.5423","0.5551","0.5587","0.5395"
"14","0.563","0.5794","0.5228","0.5707","0.5657"
"15","0.5458","0.5578","0.5222","0.5978","0.5699"
"16","0.5607","0.5706","0.497","0.4559","0.559"
"17","0.568","0.568","0.528","0.5721","0.5799"
"18","0.5622","0.5412","0.5627","0.5861","0.5639"
"19","0.4882","0.516","0.5253","0.5652","0.5621"
"20","0.5205","0.498","0.528","0.5629","0.5654"
"21","0.6052","0.5874","0.5418","0.5408","0.5864"
"22","0.5697","0.4614","0.5441","0.5693","0.5898"
"23","0.5625","0.5642","0.4746","0.5848","0.5933"
"24","0.5728","0.5116","0.574","0.5826","0.5847"
"25","0.5875","0.5779","0.5644","0.5954","0.5984"
"26","0.5644","0.5722","0.5496","0.5887","0.5925"
"27","0.5541","0.5871","0.5517","0.5778","0.4677"
"28","0.5563","0.5368","0.5854","0.5834","0.593"
"29","0.5326","0.5003","0.5632","0.5904","0.5402"
"30","0.5996","0.6003","0.5847","0.5742","0.5506"
"31","0.5857","0.5902","0.6022","0.6047","0.588"
"32","0.5804","0.5725","0.5786","0.5614","0.5925"
"33","0.5464","0.5486","0.5803","0.5675","0.5813"
"34","0.5908","0.5987","0.5305","0.5738","0.5951"
"35","0.5954","0.601","0.5795","0.6067","0.5916"
"36","0.5504","0.5948","0.5745","0.5875","0.5544"
"37","0.5681","0.5918","0.5632","0.579","0.5676"
"38","0.6088","0.6132","0.6103","0.5652","0.5902"
"39","0.5668","0.5664","0.5572","0.5539","0.5644"
"40","0.6195","0.617","0.6107","0.5764","0.6133"
"41","0.5834","0.5858","0.5995","0.5828","0.6116"
"42","0.6041","0.5971","0.6062","0.5756","0.5659"
"43","0.5657","0.5817","0.5772","0.5416","0.5926"
"44","0.5989","0.5961","0.6068","0.5823","0.5997"
"45","0.5945","0.5992","0.5798","0.5661","0.5842"
"46","0.5905","0.6092","0.587","0.5828","0.5718"
"47","0.5963","0.6071","0.608","0.5642","0.5802"
"48","0.5808","0.5252","0.5874","0.545","0.5628"
"49","0.5786","0.5881","0.5802","0.5999","0.5907"
"50","0.5522","0.6056","0.574","0.5949","0.5824"
"51","0.6203","0.6125","0.6138","0.6014","0.5947"
"52","0.5612","0.5756","0.5647","0.5619","0.5666"
"53","0.5936","0.585","0.5993","0.5865","0.5577"
"54","0.5695","0.5948","0.6053","0.6082","0.6028"
"55","0.5902","0.5863","0.5692","0.5986","0.588"
"56","0.5751","0.5821","0.5705","0.6009","0.5911"
"57","0.5976","0.5751","0.5939","0.5907","0.5886"
"58","0.599","0.5938","0.5683","0.5745","0.5772"
"59","0.5926","0.547","0.577","0.5875","0.5925"
"60","0.5851","0.5948","0.5907","0.5683","0.5963"
"61","0.6599","0.6724","0.6636","0.6561","0.6632"
"62","0.6757","0.6772","0.6863","0.6783","0.6778"
"63","0.6822","0.671","0.6833","0.671","0.6701"
"64","0.6735","0.6845","0.6752","0.6634","0.6889"
"65","0.6688","0.6904","0.6933","0.672","0.6808"
"66","0.6787","0.6906","0.6796","0.6633","0.6691"
"67","0.6821","0.6847","0.6783","0.6897","0.6809"
"68","0.6856","0.6866","0.6831","0.6826","0.6881"
"69","0.6803","0.7057","0.6993","0.6711","0.6974"
"70","0.6923","0.6992","0.6995","0.6885","0.6931"
"71","0.7013","0.7045","0.6914","0.6783","0.6794"
"72","0.6717","0.6876","0.7032","0.6905","0.6762"
"73","0.6908","0.7019","0.7009","0.7048","0.6941"
"74","0.6854","0.6954","0.7008","0.6848","0.6729"
"75","0.6811","0.6969","0.6952","0.6949","0.6867"
"76","0.6837","0.7097","0.697","0.6934","0.6995"
"77","0.6941","0.6959","0.6883","0.6919","0.7012"
"78","0.6891","0.7069","0.7073","0.685","0.6953"
"79","0.6989","0.6895","0.701","0.707","0.703"
"80","0.6977","0.6808","0.6902","0.7005","0.6832"
"81","0.704","0.69","0.6996","0.6972","0.6918"
"82","0.6711","0.6886","0.6964","0.6707","0.696"
