"Epoch","base","base+","cutout","mixup","cutmix"
"1","0.5685","0.5798","0.4764","0.5144","0.5749"
"2","0.7276","0.6308","0.6225","0.6342","0.7057"
"3","0.7359","0.7696","0.6746","0.7032","0.7009"
"4","0.7921","0.7588","0.6858","0.7496","0.7668"
"5","0.776","0.7716","0.703","0.7965","0.746"
"6","0.8054","0.8019","0.7599","0.7469","0.8042"
"7","0.8205","0.8128","0.7986","0.7816","0.7979"
"8","0.7974","0.7982","0.7708","0.7571","0.811"
"9","0.8063","0.7543","0.8007","0.7743","0.8278"
"10","0.7791","0.8163","0.7828","0.7679","0.7715"
"11","0.7864","0.8054","0.8132","0.7918","0.8209"
"12","0.8133","0.8169","0.7563","0.8118","0.7867"
"13","0.8179","0.8063","0.7578","0.7892","0.793"
"14","0.7934","0.8301","0.7963","0.8227","0.7722"
"15","0.8362","0.7385","0.7984","0.8057","0.8204"
"16","0.8123","0.8037","0.796","0.8153","0.8217"
"17","0.8363","0.7941","0.7279","0.769","0.8481"
"18","0.8285","0.7905","0.8065","0.774","0.8039"
"19","0.7951","0.8331","0.8306","0.798","0.8316"
"20","0.8039","0.7983","0.8068","0.7796","0.8277"
"21","0.807","0.8452","0.8248","0.7454","0.8186"
"22","0.8086","0.8408","0.7984","0.7744","0.8192"
"23","0.8468","0.8336","0.8282","0.7858","0.7895"
"24","0.8161","0.81","0.7808","0.7767","0.7853"
"25","0.8188","0.8348","0.7936","0.7763","0.8203"
"26","0.8075","0.7946","0.8187","0.8265","0.7923"
"27","0.8134","0.8416","0.7987","0.8192","0.8273"
"28","0.8497","0.8473","0.7632","0.8117","0.8314"
"29","0.7724","0.8513","0.8058","0.8131","0.7957"
"30","0.8294","0.7731","0.8059","0.8217","0.7963"
"31","0.8348","0.8496","0.8234","0.813","0.8354"
"32","0.7949","0.7812","0.7255","0.7994","0.8055"
"33","0.7908","0.8355","0.7589","0.795","0.7852"
"34","0.8344","0.8216","0.8054","0.8273","0.8405"
"35","0.826","0.8398","0.8288","0.8196","0.8041"
"36","0.8228","0.8414","0.8012","0.7633","0.8389"
"37","0.8153","0.8","0.7856","0.7719","0.8147"
"38","0.8459","0.8292","0.8492","0.7738","0.8354"
"39","0.8339","0.8273","0.7558","0.7793","0.8476"
"40","0.8394","0.8209","0.7828","0.7871","0.8166"
"41","0.8029","0.7846","0.7916","0.8184","0.7709"
"42","0.8551","0.8325","0.7928","0.8126","0.8439"
"43","0.8344","0.8073","0.8213","0.7638","0.7975"
"44","0.8106","0.8236","0.7926","0.7789","0.8471"
"45","0.8441","0.7743","0.8169","0.796","0.8363"
"46","0.8112","0.8392","0.8153","0.7967","0.8109"
"47","0.8397","0.8026","0.8205","0.7791","0.7157"
"48","0.824","0.8474","0.823","0.7837","0.8388"
"49","0.8121","0.8135","0.7566","0.816","0.8047"
"50","0.8131","0.8251","0.8433","0.82","0.7979"
"51","0.8456","0.8288","0.7744","0.8382","0.7865"
"52","0.8214","0.8352","0.8107","0.8271","0.8237"
"53","0.8394","0.8305","0.8128","0.8321","0.781"
