"Epoch","base","base+","cutout","mixup","cutmix"
"54","0.8305","0.8533","0.8204","0.8197","0.8269"
"55","0.8309","0.8165","0.7767","0.8367","0.8162"
"56","0.8311","0.8329","0.7901","0.8338","0.8361"
"57","0.7947","0.7702","0.7911","0.8303","0.8537"
"58","0.7752","0.8437","0.7972","0.8493","0.8306"
"59","0.8367","0.8423","0.8111","0.8112","0.8404"
"60","0.7961","0.8334","0.791","0.8048","0.8514"
"61","0.91","0.9164","0.9097","0.911","0.9165"
"62","0.9082","0.9234","0.9168","0.9109","0.9153"
"63","0.9103","0.9168","0.9217","0.9077","0.9221"
"64","0.9099","0.9221","0.9187","0.9071","0.9183"
"65","0.908","0.9248","0.9136","0.9055","0.9253"
"66","0.9096","0.9192","0.916","0.9071","0.9155"
"67","0.9066","0.9189","0.9197","0.9137","0.9162"
"68","0.9097","0.917","0.9098","0.9044","0.9162"
"69","0.9023","0.9173","0.9114","0.9102","0.9143"
"70","0.8926","0.9145","0.9118","0.8962","0.9124"
"71","0.8853","0.9138","0.91","0.9117","0.9161"
"72","0.8891","0.9105","0.9196","0.9053","0.9087"
"73","0.8752","0.9103","0.9102","0.885","0.8985"
"74","0.8818","0.91","0.9028","0.9033","0.9092"
"75","0.8734","0.9082","0.9059","0.8968","0.8956"
"76","0.8844","0.9042","0.9103","0.9056","0.8999"
"77","0.8736","0.9089","0.9029","0.8827","0.9094"
"78","0.8869","0.9031","0.9042","0.9042","0.8939"
"79","0.8796","0.9053","0.9015","0.907","0.912"
"80","0.8804","0.9111","0.9065","0.897","0.9079"
"81","0.8787","0.9114","0.9146","0.8972","0.8982"
"82","0.8758","0.9069","0.8983","0.9052","0.9088"
"83","0.8717","0.8965","0.9021","0.9073","0.9091"
"84","0.8678","0.9086","0.9007","0.9088","0.915"
"85","0.879","0.9057","0.9094","0.9","0.9064"
"86","0.8692","0.9036","0.8989","0.8986","0.8972"
"87","0.8714","0.904","0.915","0.9021","0.9055"
"88","0.8745","0.8793","0.9025","0.9133","0.9079"
"89","0.8703","0.8936","0.91","0.8973","0.9107"
"90","0.8717","0.8943","0.9064","0.8947","0.9214"
"91","0.8586","0.906","0.9119","0.8964","0.8975"
"92","0.8769","0.9073","0.907","0.9123","0.9162"
"93","0.8751","0.9044","0.9055","0.8938","0.9166"
"94","0.8685","0.9051","0.9008","0.9102","0.9129"
"95","0.8767","0.8989","0.9077","0.8923","0.9119"
"96","0.8781","0.9082","0.9025","0.8994","0.9091"
"97","0.8773","0.9074","0.9014","0.8952","0.901"
"98","0.8731","0.9104","0.8992","0.9043","0.9129"
"99","0.8738","0.9076","0.9147","0.9174","0.9001"
"100","0.8719","0.8953","0.9153","0.911","0.9207"
"101","0.8827","0.913","0.9067","0.8802","0.8901"
"102","0.8721","0.9053","0.9108","0.9061","0.9128"
"103","0.8782","0.91","0.9014","0.8928","0.9112"
"104","0.8783","0.9005","0.9138","0.8986","0.9155"
"105","0.8657","0.9035","0.8847","0.9131","0.9114"
"106","0.8826","0.9011","0.8967","0.902","0.8885"
"107","0.8769","0.8931","0.9115","0.9053","0.9116"
"108","0.8762","0.9088","0.8891","0.8913","0.8838"
"109","0.8652","0.9065","0.9126","0.8971","0.8986"
"110","0.8812","0.9046","0.9149","0.9105","0.9115"
"111","0.8665","0.9035","0.9099","0.9175","0.8938"
"112","0.8772","0.9031","0.9064","0.9112","0.8931"
"113","0.863","0.9067","0.9062","0.9037","0.9062"
"114","0.8784","0.9148","0.8933","0.9012","0.9064"
"115","0.8696","0.9047","0.9122","0.9012","0.9137"
"116","0.8784","0.9116","0.8968","0.9172","0.9036"
"117","0.8634","0.9065","0.919","0.9149","0.9029"
"118","0.8816","0.8967","0.9043","0.9054","0.905"
"119","0.8871","0.9096","0.9111","0.9172","0.9063"
"120","0.8811","0.8984","0.9174","0.9051","0.8962"
"121","0.9079","0.9394","0.9404","0.9372","0.9376"
"122","0.9124","0.9441","0.9436","0.9387","0.9408"
"123","0.9103","0.9414","0.9444","0.9388","0.9422"
"124","0.9116","0.9442","0.9434","0.9382","0.9424"
"125","0.9124","0.9429","0.9441","0.94","0.9425"
"126","0.9124","0.9436","0.9459","0.9424","0.9404"
"127","0.9128","0.9413","0.9467","0.9417","0.9428"
"128","0.9129","0.9432","0.9456","0.94","0.9423"
"129","0.9124","0.9416","0.9456","0.9384","0.9418"
"130","0.9121","0.9395","0.9458","0.9385","0.9429"
"131","0.9117","0.9416","0.9446","0.945","0.9431"
"132","0.9125","0.9402","0.9414","0.9429","0.9425"
"133","0.9127","0.9424","0.9452","0.9416","0.9454"
"134","0.9131","0.9425","0.9443","0.9436","0.9403"
"135","0.913","0.942","0.9434","0.9423","0.942"
"136","0.912","0.942","0.9428","0.9421","0.9414"
"137","0.9122","0.9439","0.9432","0.9402","0.9427"
"138","0.9114","0.9407","0.9428","0.9404","0.9408"
"139","0.9132","0.941","0.9431","0.9433","0.9432"
"140","0.9117","0.9425","0.9429","0.943","0.9411"
"141","0.9121","0.9422","0.9435","0.9428","0.9395"
"142","0.9115","0.9414","0.9433","0.9396","0.9411"
"143","0.9124","0.9398","0.9455","0.9427","0.9416"
"144","0.9128","0.9406","0.9437","0.9406","0.9399"
"145","0.9121","0.9413","0.9436","0.9402","0.9416"
"146","0.9135","0.9404","0.9429","0.9404","0.9424"
"147","0.9122","0.939","0.9438","0.9373","0.9396"
"148","0.9126","0.9409","0.9433","0.9381","0.9442"
"149","0.9117","0.9383","0.9412","0.9415","0.9406"
"150","0.9136","0.9414","0.9444","0.9329","0.9427"
"151","0.9127","0.9417","0.9415","0.9401","0.9419"
"152","0.9124","0.9409","0.9367","0.9363","0.94"
"153","0.9127","0.9402","0.9418","0.9406","0.9394"
"154","0.9116","0.9387","0.9421","0.9407","0.9377"
"155","0.9116","0.9379","0.9426","0.9384","0.9363"
"156","0.9116","0.9412","0.942","0.9384","0.938"
"157","0.9132","0.9384","0.9415","0.9378","0.9389"
"158","0.9114","0.9347","0.9393","0.9403","0.9402"
"159","0.9115","0.94","0.9434","0.9346","0.9371"
"160","0.9105","0.9347","0.9372","0.9409","0.9356"
"161","0.9111","0.9424","0.9479","0.947","0.9447"
"162","0.9121","0.9426","0.9479","0.9498","0.9452"
"163","0.9104","0.9426","0.9493","0.9502","0.9465"
"164","0.9117","0.9436","0.9497","0.9504","0.9468"
"165","0.9115","0.9432","0.9503","0.9492","0.9472"
"166","0.9114","0.9432","0.9509","0.9504","0.9476"
"167","0.9118","0.9452","0.9499","0.9486","0.9485"
"168","0.9112","0.9452","0.9503","0.9495","0.9476"
"169","0.9109","0.9461","0.9515","0.9508","0.9475"
"170","0.911","0.9452","0.9497","0.9504","0.9467"
"171","0.9117","0.946","0.9496","0.9486","0.947"
"172","0.9114","0.9461","0.9492","0.949","0.9471"
"173","0.9127","0.945","0.9485","0.9506","0.9479"
"174","0.9115","0.9439","0.9481","0.9497","0.9478"
"175","0.9111","0.9444","0.9498","0.95","0.9478"
"176","0.9103","0.9439","0.9505","0.9511","0.9476"
"177","0.9115","0.9459","0.9503","0.9499","0.9477"
"178","0.9116","0.946","0.9505","0.9523","0.9468"
"179","0.9109","0.9456","0.9486","0.9504","0.9472"
"180","0.9117","0.9459","0.9481","0.9512","0.9481"
"181","0.9122","0.9459","0.9502","0.9538","0.9475"
"182","0.9119","0.9468","0.9492","0.9503","0.9468"
"183","0.9104","0.9465","0.9495","0.9523","0.9469"
"184","0.9109","0.9454","0.9512","0.9489","0.9477"
"185","0.911","0.9466","0.9494","0.9498","0.9474"
"186","0.9116","0.9458","0.9508","0.9498","0.947"
"187","0.911","0.9463","0.9495","0.9498","0.9476"
"188","0.9113","0.9467","0.9492","0.949","0.9488"
"189","0.9102","0.9473","0.9485","0.9493","0.9479"
"190","0.9121","0.9465","0.9474","0.9484","0.9483"
"191","0.9116","0.9481","0.9485","0.9494","0.9479"
"192","0.9119","0.9469","0.9513","0.9488","0.9478"
"193","0.9123","0.9472","0.9481","0.9484","0.9479"
"194","0.9127","0.9465","0.9487","0.9476","0.9466"
"195","0.9113","0.9472","0.9512","0.9474","0.9488"
"196","0.912","0.9474","0.9509","0.9477","0.949"
"197","0.9126","0.9467","0.9493","0.9468","0.9481"
"198","0.9112","0.947","0.9505","0.947","0.9474"
"199","0.9111","0.9467","0.9498","0.9488","0.9488"
"200","0.9114","0.9466","0.9501","0.951","0.9489"
