"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.5798","0.6084","0.5927","0.5326","0.5755"
"2","0.6308","0.6654","0.6383","0.638","0.6908"
"3","0.7696","0.7769","0.7151","0.7349","0.7211"
"4","0.7588","0.7524","0.7913","0.7668","0.7085"
"5","0.7716","0.784","0.7569","0.7264","0.6939"
"6","0.8019","0.8065","0.8103","0.8016","0.8215"
"7","0.8128","0.8113","0.8147","0.7964","0.8011"
"8","0.7982","0.7351","0.7709","0.7804","0.794"
"9","0.7543","0.8052","0.7825","0.7554","0.7904"
"10","0.8163","0.8091","0.819","0.7526","0.8123"
"11","0.8054","0.8283","0.8385","0.8295","0.8221"
"12","0.8169","0.8133","0.8002","0.794","0.8171"
"13","0.8063","0.8114","0.7973","0.7885","0.8045"
"14","0.8301","0.7829","0.8174","0.7997","0.8182"
"15","0.7385","0.7799","0.8096","0.82","0.816"
"16","0.8037","0.8341","0.835","0.8224","0.8365"
"17","0.7941","0.7974","0.8019","0.8236","0.7774"
"18","0.7905","0.8222","0.7906","0.786","0.7891"
"19","0.8331","0.8183","0.8008","0.8183","0.8361"
"20","0.7983","0.8119","0.8068","0.8222","0.7721"
"21","0.8452","0.7784","0.8074","0.827","0.8036"
"22","0.8408","0.8246","0.8183","0.8191","0.8044"
"23","0.8336","0.8291","0.84","0.8379","0.8362"
"24","0.81","0.8379","0.7994","0.8251","0.7721"
"25","0.8348","0.8551","0.8364","0.8379","0.794"
"26","0.7946","0.8524","0.8249","0.8251","0.8233"
"27","0.8416","0.8295","0.8484","0.7758","0.8095"
"28","0.8473","0.8188","0.8352","0.8037","0.8402"
"29","0.8513","0.8156","0.8505","0.8273","0.8273"
"30","0.7731","0.777","0.804","0.7779","0.7692"
"31","0.8496","0.8277","0.8065","0.8218","0.8262"
"32","0.7812","0.8184","0.7937","0.7367","0.8115"
"33","0.8355","0.8412","0.829","0.8573","0.8124"
"34","0.8216","0.8407","0.8122","0.8361","0.764"
"35","0.8398","0.8346","0.8358","0.8344","0.8377"
"36","0.8414","0.8157","0.8314","0.8244","0.8371"
"37","0.8","0.774","0.7758","0.8029","0.7931"
"38","0.8292","0.8242","0.8256","0.8237","0.8279"
"39","0.8273","0.8217","0.8283","0.8204","0.8157"
"40","0.8209","0.8107","0.8348","0.8227","0.8387"
"41","0.7846","0.8292","0.8415","0.779","0.7887"
"42","0.8325","0.827","0.8079","0.815","0.836"
"43","0.8073","0.8246","0.792","0.8226","0.843"
"44","0.8236","0.8447","0.8118","0.8356","0.8238"
"45","0.7743","0.8328","0.8389","0.803","0.8315"
"46","0.8392","0.837","0.8591","0.8153","0.7982"
"47","0.8026","0.8594","0.8413","0.8305","0.7718"
"48","0.8474","0.8214","0.818","0.7342","0.8217"
"49","0.8135","0.8444","0.8464","0.8328","0.8328"
"50","0.8251","0.8654","0.838","0.8078","0.8213"
"51","0.8288","0.8284","0.8561","0.8232","0.8167"
"52","0.8352","0.839","0.8429","0.8247","0.84"
"53","0.8305","0.8123","0.7895","0.8335","0.8054"
"54","0.8533","0.8482","0.8361","0.8267","0.8494"
"55","0.8165","0.8523","0.8279","0.7911","0.8136"
"56","0.8329","0.8277","0.8162","0.8276","0.8133"
"57","0.7702","0.8342","0.8143","0.8319","0.8275"
