"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.3417","0.3626","0.3389","0.3518","0.4135"
"2","0.3882","0.4193","0.3874","0.3976","0.4255"
"3","0.4212","0.4257","0.4307","0.414","0.4311"
"4","0.4249","0.4355","0.4314","0.4241","0.4454"
"5","0.3803","0.4124","0.4018","0.369","0.3979"
"6","0.4513","0.4798","0.453","0.3959","0.4479"
"7","0.4595","0.4872","0.4612","0.4435","0.4736"
"8","0.4552","0.4653","0.4409","0.3919","0.4387"
"9","0.3831","0.4425","0.455","0.3953","0.4298"
"10","0.4269","0.4378","0.4564","0.4139","0.4348"
"11","0.4367","0.4722","0.4509","0.4188","0.4376"
"12","0.4613","0.481","0.4616","0.4494","0.4578"
"13","0.4327","0.4707","0.4432","0.3942","0.4638"
"14","0.4719","0.4754","0.4601","0.3886","0.4501"
"15","0.4612","0.4878","0.4802","0.44","0.4948"
"16","0.4513","0.4608","0.4698","0.4678","0.4512"
"17","0.4551","0.4643","0.46","0.4679","0.4772"
"18","0.4762","0.4708","0.4648","0.4489","0.4412"
"19","0.4779","0.4688","0.4706","0.4147","0.4532"
"20","0.4912","0.4671","0.4978","0.4778","0.4646"
"21","0.4858","0.4937","0.4623","0.4733","0.4766"
"22","0.4645","0.502","0.4958","0.4863","0.4884"
"23","0.4866","0.5007","0.4951","0.4799","0.4521"
"24","0.4679","0.484","0.3404","0.4726","0.4893"
"25","0.4755","0.4644","0.483","0.4394","0.457"
"26","0.4544","0.4982","0.4841","0.4442","0.4936"
"27","0.4732","0.4938","0.4814","0.4744","0.4743"
"28","0.4842","0.5031","0.4773","0.4859","0.4865"
"29","0.4492","0.4708","0.4676","0.4569","0.488"
"30","0.4913","0.4951","0.4729","0.4851","0.4673"
"31","0.4639","0.5168","0.4766","0.4749","0.476"
"32","0.4746","0.4921","0.4655","0.438","0.4751"
"33","0.4711","0.4706","0.5074","0.4808","0.4989"
"34","0.4851","0.4828","0.423","0.4445","0.501"
"35","0.4547","0.5047","0.4898","0.482","0.5054"
"36","0.4892","0.4536","0.4917","0.477","0.4978"
"37","0.4678","0.4985","0.4847","0.4424","0.477"
"38","0.4594","0.4957","0.4948","0.4664","0.4979"
"39","0.4984","0.4978","0.5008","0.473","0.4808"
"40","0.44","0.4635","0.4507","0.5027","0.465"
"41","0.4979","0.519","0.4812","0.4921","0.5021"
"42","0.4572","0.4952","0.4894","0.4832","0.5039"
"43","0.5081","0.5211","0.4843","0.4899","0.486"
"44","0.4986","0.5","0.4854","0.4751","0.5146"
"45","0.5117","0.4902","0.5028","0.496","0.4976"
"46","0.5078","0.5205","0.4984","0.5177","0.5136"
"47","0.4981","0.4554","0.5023","0.4854","0.5054"
"48","0.5152","0.4676","0.5206","0.4736","0.5178"
"49","0.5179","0.5061","0.4979","0.4946","0.5181"
"50","0.5028","0.5284","0.5065","0.4855","0.4669"
"51","0.4661","0.383","0.4939","0.4826","0.5008"
"52","0.5345","0.5237","0.5069","0.4973","0.4973"
"53","0.4978","0.4805","0.4842","0.4882","0.5084"
"54","0.5046","0.4704","0.4893","0.4645","0.4807"
"55","0.4744","0.4989","0.4475","0.4762","0.4961"
"56","0.4912","0.4968","0.5082","0.4789","0.4778"
"57","0.4888","0.5307","0.5113","0.5013","0.5075"
"58","0.4827","0.5187","0.4894","0.4733","0.4599"
"59","0.5176","0.4911","0.4926","0.4824","0.4666"
"60","0.4941","0.4924","0.4994","0.4966","0.5081"
"61","0.595","0.5854","0.5921","0.5774","0.5866"
"62","0.6031","0.6051","0.6061","0.577","0.5916"
"63","0.6057","0.6073","0.6062","0.5838","0.594"
"64","0.6122","0.6126","0.604","0.5917","0.612"
"65","0.5726","0.5941","0.5923","0.5899","0.5901"
"66","0.6215","0.6291","0.6286","0.6059","0.6098"
"67","0.6114","0.6119","0.6157","0.6108","0.6124"
"68","0.6414","0.6283","0.6316","0.6105","0.6243"
"69","0.6231","0.6206","0.6314","0.6151","0.6222"
"70","0.6222","0.621","0.5953","0.6077","0.6136"
"71","0.6253","0.6196","0.6267","0.5988","0.6226"
"72","0.6272","0.6227","0.6286","0.6033","0.5965"
"73","0.6047","0.6228","0.6302","0.6186","0.5955"
"74","0.6377","0.6365","0.6331","0.6188","0.6011"
"75","0.6374","0.6394","0.6416","0.6242","0.6314"
"76","0.652","0.6332","0.6333","0.6328","0.6337"
"77","0.6551","0.6308","0.6318","0.6359","0.6402"
"78","0.6418","0.6341","0.6367","0.6261","0.6394"
"79","0.6336","0.6322","0.643","0.6318","0.6468"
"80","0.6306","0.6082","0.6384","0.6282","0.6243"
"81","0.6455","0.6394","0.6416","0.6032","0.6489"
"82","0.6531","0.6203","0.6408","0.6306","0.6448"
"83","0.649","0.6394","0.6493","0.6333","0.641"
"84","0.6559","0.6383","0.6525","0.625","0.6502"
"85","0.6524","0.6511","0.6428","0.6341","0.6422"
"86","0.6373","0.638","0.6503","0.6043","0.638"
"87","0.6608","0.6422","0.6509","0.6323","0.6456"
"88","0.6481","0.6483","0.6519","0.6418","0.6512"
"89","0.6558","0.6503","0.6488","0.6333","0.6543"
"90","0.6477","0.6397","0.6512","0.6294","0.6389"
"91","0.6642","0.6393","0.6486","0.633","0.6553"
"92","0.6388","0.6508","0.6521","0.6175","0.6499"
"93","0.6463","0.6292","0.6489","0.6306","0.6314"
"94","0.6533","0.6438","0.6243","0.6329","0.6548"
"95","0.6574","0.654","0.6463","0.6452","0.6411"
"96","0.6643","0.6579","0.6522","0.637","0.6565"
"97","0.6563","0.6493","0.6545","0.6509","0.661"
"98","0.6405","0.6444","0.6444","0.6404","0.6535"
"99","0.6494","0.6464","0.6583","0.6342","0.6525"
"100","0.6403","0.6484","0.6421","0.6363","0.6343"
"101","0.6502","0.6397","0.6464","0.6433","0.6574"
"102","0.6614","0.6639","0.652","0.6399","0.6604"
"103","0.6559","0.6512","0.6536","0.6452","0.667"
"104","0.6443","0.6535","0.6497","0.6321","0.646"
"105","0.666","0.6401","0.6543","0.6393","0.6675"
"106","0.6609","0.6634","0.6486","0.6518","0.6675"
"107","0.6513","0.6533","0.6503","0.6533","0.6659"
"108","0.6604","0.6466","0.6607","0.6423","0.6651"
"109","0.6575","0.6534","0.6577","0.6492","0.6532"
"110","0.6503","0.6618","0.6579","0.653","0.6682"
"111","0.665","0.6633","0.6354","0.6459","0.6367"
"112","0.6576","0.642","0.6556","0.6419","0.6706"
"113","0.6566","0.6647","0.6582","0.6457","0.6623"
"114","0.6583","0.6581","0.6523","0.6301","0.6662"
"115","0.6625","0.6554","0.6656","0.6408","0.6652"
"116","0.6442","0.6657","0.65","0.6481","0.6519"
"117","0.6496","0.6718","0.6617","0.6293","0.6635"
"118","0.6553","0.653","0.6548","0.6442","0.666"
"119","0.6574","0.6667","0.6694","0.6607","0.6619"
"120","0.6635","0.6525","0.658","0.6427","0.6727"
"121","0.6815","0.6893","0.6921","0.6741","0.6812"
"122","0.6876","0.6922","0.6878","0.6748","0.6867"
"123","0.6901","0.6934","0.698","0.6803","0.6984"
"124","0.684","0.6904","0.6961","0.6735","0.6949"
"125","0.6894","0.6957","0.693","0.6722","0.6938"
"126","0.6897","0.6953","0.6958","0.6742","0.6988"
"127","0.6926","0.7029","0.7033","0.6816","0.701"
"128","0.6944","0.7026","0.7129","0.6863","0.6996"
"129","0.6916","0.6997","0.6911","0.6759","0.7005"
"130","0.6988","0.6895","0.6946","0.6856","0.7023"
"131","0.681","0.6951","0.6916","0.6831","0.7007"
"132","0.6968","0.7004","0.694","0.6773","0.7068"
"133","0.6967","0.6998","0.6941","0.6878","0.7111"
"134","0.6947","0.6953","0.6988","0.6823","0.7042"
"135","0.6992","0.7047","0.6984","0.6907","0.7102"
"136","0.6967","0.7003","0.6987","0.6827","0.7095"
"137","0.6956","0.7016","0.7007","0.6839","0.703"
"138","0.6976","0.6979","0.694","0.6919","0.6986"
"139","0.6949","0.6992","0.6945","0.6864","0.7007"
"140","0.6999","0.6998","0.7026","0.6935","0.7097"
"141","0.6908","0.705","0.7086","0.6871","0.7089"
"142","0.7041","0.7057","0.7065","0.6916","0.7062"
"143","0.6942","0.7058","0.6986","0.6786","0.7051"
"144","0.697","0.7039","0.703","0.6899","0.7108"
"145","0.698","0.7111","0.7026","0.6913","0.7108"
"146","0.7017","0.7078","0.705","0.6866","0.7035"
"147","0.7022","0.7042","0.704","0.6935","0.7086"
"148","0.6976","0.701","0.7096","0.6967","0.7105"
"149","0.6916","0.701","0.7055","0.6929","0.707"
"150","0.6987","0.706","0.6994","0.6872","0.701"
"151","0.6976","0.7093","0.7054","0.6926","0.713"
"152","0.6989","0.7011","0.7093","0.6866","0.7083"
"153","0.6901","0.6972","0.6991","0.684","0.697"
"154","0.7036","0.7073","0.6934","0.6964","0.7006"
"155","0.7021","0.6947","0.7007","0.6965","0.7014"
"156","0.6986","0.7052","0.7066","0.6891","0.706"
"157","0.7087","0.6988","0.7007","0.6924","0.7023"
"158","0.6942","0.6974","0.6979","0.6916","0.7058"
"159","0.6947","0.703","0.7057","0.6853","0.7056"
"160","0.692","0.699","0.7043","0.6772","0.6944"
"161","0.7074","0.7138","0.7136","0.6997","0.7171"
"162","0.7118","0.717","0.7171","0.7034","0.7198"
"163","0.7146","0.7166","0.7172","0.7019","0.7172"
"164","0.7044","0.7114","0.7124","0.7","0.7133"
"165","0.7124","0.7131","0.7154","0.7019","0.7184"
"166","0.7107","0.7185","0.7176","0.7008","0.7202"
"167","0.7095","0.7157","0.7136","0.7032","0.7155"
"168","0.7095","0.7162","0.7155","0.7031","0.7227"
"169","0.7125","0.7191","0.7186","0.7055","0.7168"
"170","0.7109","0.7146","0.7155","0.6982","0.7147"
"171","0.7116","0.7166","0.7166","0.7041","0.7192"
"172","0.7101","0.7186","0.7156","0.701","0.7168"
"173","0.712","0.7161","0.7182","0.703","0.7202"
"174","0.712","0.709","0.714","0.6972","0.7156"
"175","0.712","0.7165","0.7111","0.7038","0.7188"
"176","0.7113","0.7154","0.7182","0.7052","0.7215"
