"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"104","0.6146","0.6105","0.6234","0.6081","0.6134"
"105","0.6233","0.6229","0.6216","0.6259","0.6192"
"106","0.6048","0.6271","0.6352","0.6181","0.6171"
"107","0.6133","0.6266","0.6267","0.6189","0.6146"
"108","0.6151","0.6258","0.6165","0.6252","0.6165"
"109","0.6151","0.6127","0.6345","0.624","0.6234"
"110","0.6151","0.6244","0.6196","0.6327","0.6255"
"111","0.6137","0.6348","0.6291","0.6177","0.6307"
"112","0.6207","0.6134","0.6208","0.6286","0.6205"
"113","0.6197","0.6373","0.6163","0.6152","0.6196"
"114","0.6226","0.6216","0.6152","0.6257","0.6299"
"115","0.6258","0.6222","0.6249","0.6174","0.5995"
"116","0.6278","0.6237","0.6245","0.6257","0.624"
"117","0.6107","0.6255","0.6305","0.6216","0.6158"
"118","0.6259","0.6054","0.6128","0.6171","0.6273"
"119","0.6291","0.6186","0.6276","0.6143","0.618"
"120","0.6158","0.6294","0.6252","0.6193","0.6203"
"121","0.682","0.6846","0.6804","0.6819","0.6828"
"122","0.6839","0.686","0.6859","0.6855","0.6889"
"123","0.6906","0.6907","0.6925","0.6879","0.6915"
"124","0.6916","0.696","0.6902","0.693","0.6918"
"125","0.6905","0.6943","0.692","0.6908","0.6928"
"126","0.6954","0.6963","0.6945","0.6926","0.693"
"127","0.6919","0.6968","0.6911","0.6926","0.6949"
"128","0.6958","0.6993","0.6916","0.6936","0.6938"
"129","0.696","0.6987","0.6928","0.6924","0.6951"
"130","0.6957","0.6972","0.6969","0.6958","0.6959"
"131","0.6961","0.7004","0.6931","0.6958","0.6997"
"132","0.6984","0.6982","0.6968","0.6974","0.6971"
"133","0.6957","0.7003","0.6981","0.6981","0.7011"
"134","0.6973","0.6998","0.6965","0.6966","0.7013"
"135","0.6978","0.7022","0.696","0.6974","0.6988"
"136","0.6962","0.7023","0.6973","0.7008","0.6993"
"137","0.699","0.7036","0.6987","0.7","0.7021"
"138","0.6991","0.7054","0.6981","0.7","0.7013"
"139","0.6993","0.7061","0.6976","0.7038","0.7018"
"140","0.6996","0.7037","0.6988","0.704","0.7023"
"141","0.7018","0.7065","0.6987","0.7046","0.6999"
"142","0.7017","0.7069","0.6991","0.7035","0.7017"
"143","0.7042","0.7065","0.702","0.7028","0.7022"
"144","0.7027","0.7066","0.7031","0.7044","0.7029"
"145","0.7005","0.7086","0.7038","0.7048","0.7027"
"146","0.7001","0.7088","0.7021","0.7053","0.7055"
"147","0.702","0.7105","0.7019","0.7046","0.7066"
"148","0.7024","0.708","0.7027","0.7068","0.7046"
"149","0.7019","0.7092","0.7036","0.707","0.7038"
"150","0.7023","0.7094","0.7035","0.7062","0.7048"
"151","0.7016","0.7108","0.7038","0.7082","0.7031"
"152","0.7046","0.7096","0.7035","0.7074","0.7033"
"153","0.7007","0.711","0.7017","0.7069","0.7047"
"154","0.7054","0.7092","0.7033","0.7078","0.705"
"155","0.703","0.7095","0.7041","0.7104","0.7052"
"156","0.7039","0.7093","0.7048","0.7096","0.7059"
"157","0.7039","0.7113","0.7022","0.7081","0.7056"
"158","0.7061","0.7099","0.7028","0.7069","0.707"
"159","0.705","0.7134","0.7043","0.7103","0.7057"
"160","0.7051","0.7122","0.7059","0.7097","0.7074"
"161","0.707","0.711","0.7053","0.7098","0.7079"
"162","0.7067","0.7127","0.7055","0.7114","0.7085"
"163","0.706","0.7125","0.7048","0.7116","0.7084"
"164","0.7077","0.7119","0.7068","0.7106","0.7077"
"165","0.7078","0.7123","0.7061","0.7109","0.707"
"166","0.7069","0.7134","0.7056","0.7104","0.7081"
"167","0.7053","0.7138","0.705","0.7117","0.708"
"168","0.7064","0.7149","0.7054","0.7101","0.7077"
"169","0.7059","0.7127","0.7058","0.7118","0.7073"
"170","0.7061","0.7133","0.7036","0.7101","0.7087"
"171","0.709","0.7138","0.7036","0.7109","0.7079"
"172","0.706","0.7123","0.7053","0.7093","0.7088"
"173","0.7063","0.7145","0.7064","0.7111","0.7101"
"174","0.7083","0.7139","0.707","0.7133","0.7076"
"175","0.7075","0.7147","0.7061","0.7101","0.7085"
"176","0.7079","0.7119","0.7045","0.7114","0.7102"
"177","0.7073","0.7127","0.7043","0.7098","0.7085"
"178","0.7083","0.714","0.7053","0.7111","0.708"
"179","0.708","0.7139","0.7051","0.7111","0.7099"
"180","0.7094","0.7135","0.7046","0.711","0.7073"
"181","0.708","0.7147","0.706","0.7115","0.708"
"182","0.7083","0.7135","0.705","0.7094","0.7098"
"183","0.7098","0.7131","0.7057","0.7116","0.7096"
"184","0.7068","0.7138","0.707","0.7115","0.7089"
"185","0.7089","0.7132","0.7052","0.7107","0.7094"
"186","0.709","0.7128","0.7048","0.7114","0.7069"
"187","0.7081","0.713","0.703","0.7108","0.7084"
"188","0.7091","0.7131","0.7057","0.7109","0.7098"
"189","0.708","0.7131","0.7053","0.7112","0.709"
"190","0.7095","0.714","0.7057","0.7119","0.7099"
"191","0.7086","0.7145","0.7056","0.7122","0.7098"
"192","0.7085","0.7124","0.7063","0.7115","0.7105"
"193","0.7087","0.7123","0.7061","0.7098","0.7098"
"194","0.707","0.7135","0.7064","0.7124","0.7096"
"195","0.7104","0.7136","0.7071","0.7112","0.7083"
"196","0.7086","0.7131","0.708","0.7113","0.7091"
"197","0.7089","0.7142","0.7072","0.7108","0.7086"
"198","0.7076","0.7139","0.7081","0.7123","0.7088"
"199","0.7099","0.7156","0.7073","0.7118","0.7085"
"200","0.7109","0.7154","0.7076","0.7138","0.7085"
