"Epoch","test_acc1","test_acc2","test_acc3","test_acc4","test_acc5"
"1","0.0146","0.0145","0.0147","0.0142","0.0195"
"2","0.0249","0.0401","0.0364","0.0232","0.059"
"3","0.0745","0.0796","0.082","0.0762","0.1148"
"4","0.1482","0.1725","0.1542","0.1359","0.1924"
"5","0.2252","0.2288","0.2155","0.1953","0.2579"
"6","0.28","0.2818","0.2637","0.2619","0.3169"
"7","0.2973","0.3089","0.3106","0.2727","0.3605"
"8","0.2933","0.3688","0.3499","0.3729","0.3803"
"9","0.3626","0.3867","0.3884","0.3873","0.3906"
"10","0.3952","0.4118","0.4016","0.4079","0.4011"
"11","0.3767","0.3815","0.4187","0.3613","0.4544"
"12","0.4298","0.381","0.3732","0.4121","0.4286"
"13","0.405","0.4463","0.4491","0.4449","0.4657"
"14","0.4491","0.3897","0.4303","0.4191","0.4911"
"15","0.4729","0.4638","0.4951","0.4858","0.4804"
"16","0.4469","0.4542","0.4303","0.4584","0.4188"
"17","0.4401","0.4432","0.4742","0.4618","0.4959"
"18","0.4868","0.4833","0.4843","0.4929","0.4925"
"19","0.462","0.4573","0.4562","0.4579","0.5154"
"20","0.4995","0.4993","0.4887","0.4856","0.4697"
"21","0.4548","0.4836","0.4883","0.4825","0.5146"
"22","0.4955","0.4455","0.4801","0.484","0.5112"
"23","0.5131","0.5068","0.5319","0.5012","0.5064"
"24","0.4967","0.4882","0.4911","0.4968","0.4905"
"25","0.4702","0.5228","0.5057","0.5034","0.5432"
"26","0.4964","0.5033","0.5007","0.4732","0.4508"
"27","0.4914","0.509","0.5143","0.5293","0.5357"
"28","0.5125","0.533","0.4934","0.4583","0.5359"
"29","0.5175","0.5092","0.4968","0.5064","0.4991"
"30","0.5193","0.5082","0.4959","0.5117","0.4389"
"31","0.5026","0.4839","0.4849","0.4613","0.4693"
"32","0.4835","0.5202","0.4947","0.4969","0.5332"
"33","0.4834","0.5033","0.4928","0.5179","0.5091"
"34","0.4961","0.4896","0.4467","0.5008","0.5286"
"35","0.5166","0.5187","0.5094","0.4798","0.5145"
"36","0.5281","0.5157","0.534","0.5105","0.5039"
"37","0.5199","0.4748","0.4778","0.4907","0.518"
"38","0.5297","0.5292","0.4987","0.5058","0.5361"
"39","0.526","0.5488","0.522","0.5288","0.4946"
"40","0.5142","0.5468","0.5093","0.5171","0.5091"
"41","0.483","0.4983","0.5081","0.5046","0.504"
"42","0.5151","0.4931","0.5346","0.5165","0.5257"
"43","0.5251","0.5084","0.5066","0.5108","0.4855"
"44","0.5215","0.534","0.5316","0.4953","0.4987"
"45","0.4971","0.5208","0.5063","0.5068","0.5233"
"46","0.5118","0.5265","0.4989","0.502","0.5326"
"47","0.5202","0.5295","0.5227","0.5328","0.5381"
"48","0.548","0.5337","0.5172","0.5264","0.5278"
"49","0.5397","0.5474","0.5176","0.5371","0.5376"
"50","0.5059","0.5282","0.5237","0.5262","0.5402"
"51","0.4617","0.4738","0.5128","0.5248","0.569"
"52","0.519","0.5014","0.5175","0.5393","0.5142"
"53","0.5261","0.5548","0.5303","0.5125","0.5338"
"54","0.5589","0.4999","0.5196","0.5302","0.52"
"55","0.5035","0.54","0.5368","0.5241","0.5538"
"56","0.5326","0.4872","0.4994","0.5214","0.5298"
"57","0.5518","0.5356","0.5366","0.5233","0.5351"
"58","0.5114","0.4876","0.5097","0.5105","0.5133"
"59","0.5256","0.5095","0.474","0.5224","0.4716"
"60","0.5161","0.5608","0.5437","0.5495","0.5491"
"61","0.671","0.672","0.668","0.6785","0.6785"
"62","0.6692","0.6642","0.6633","0.6704","0.6805"
"63","0.6797","0.6739","0.6679","0.6849","0.6725"
"64","0.6594","0.6683","0.6668","0.6735","0.6751"
"65","0.6736","0.6765","0.6677","0.6729","0.6709"
"66","0.6674","0.6641","0.6623","0.6693","0.6618"
"67","0.6632","0.6598","0.6624","0.6506","0.6543"
"68","0.6512","0.6572","0.6517","0.6644","0.6614"
"69","0.6362","0.631","0.65","0.6415","0.6582"
"70","0.6514","0.6542","0.637","0.6457","0.6528"
"71","0.6412","0.64","0.6538","0.6368","0.6389"
"72","0.6471","0.6387","0.6463","0.6504","0.6526"
"73","0.6441","0.6374","0.6227","0.6373","0.6248"
"74","0.6458","0.6418","0.6367","0.6409","0.6523"
"75","0.6428","0.6336","0.6352","0.6333","0.6402"
"76","0.6336","0.6434","0.6362","0.6251","0.6376"
"77","0.6355","0.6363","0.6407","0.6329","0.6315"
"78","0.6337","0.6222","0.6308","0.6321","0.6367"
"79","0.6339","0.6295","0.6346","0.6298","0.6364"
"80","0.6364","0.63","0.624","0.6392","0.6264"
"81","0.6328","0.6326","0.6184","0.6201","0.6321"
"82","0.6137","0.6279","0.6364","0.6394","0.6222"
"83","0.6414","0.6275","0.6287","0.6392","0.6247"
"84","0.6249","0.6262","0.6426","0.6301","0.6273"
"85","0.6285","0.6334","0.6177","0.6073","0.6244"
"86","0.611","0.6126","0.616","0.6292","0.6346"
"87","0.6329","0.624","0.6295","0.6315","0.6171"
"88","0.6362","0.6294","0.6278","0.6178","0.6316"
"89","0.6269","0.6337","0.6151","0.6398","0.609"
"90","0.631","0.6204","0.6342","0.6279","0.6372"
"91","0.6259","0.603","0.6328","0.6268","0.6213"
"92","0.6144","0.6211","0.6265","0.6255","0.6373"
"93","0.633","0.633","0.6131","0.6226","0.637"
"94","0.6235","0.6108","0.6193","0.629","0.6169"
"95","0.6279","0.6105","0.6334","0.6193","0.6328"
"96","0.6137","0.6289","0.6275","0.6197","0.6352"
"97","0.6382","0.6203","0.6393","0.6305","0.6297"
"98","0.614","0.6276","0.623","0.6322","0.6202"
"99","0.6222","0.6154","0.6259","0.6175","0.6371"
"100","0.6223","0.6235","0.6417","0.6319","0.616"
"101","0.6237","0.6316","0.6266","0.6086","0.6339"
"102","0.622","0.6305","0.6319","0.6041","0.6189"
"103","0.6299","0.6129","0.6224","0.6338","0.6254"
