"Epoch","base","base+","cutout","mixup","cutmix"
"61","0.5958","0.671","0.6465","0.6405","0.6774"
"62","0.6013","0.6692","0.6519","0.6547","0.6709"
"63","0.5999","0.6797","0.659","0.6627","0.6804"
"64","0.6013","0.6594","0.6621","0.6483","0.6703"
"65","0.6013","0.6736","0.6645","0.6596","0.6735"
"66","0.6055","0.6674","0.6461","0.6781","0.6642"
"67","0.6036","0.6632","0.6491","0.6555","0.6651"
"68","0.6054","0.6512","0.6465","0.6444","0.6646"
"69","0.6035","0.6362","0.6091","0.6571","0.649"
"70","0.605","0.6514","0.6409","0.6422","0.6495"
"71","0.6058","0.6412","0.6383","0.641","0.6447"
"72","0.6049","0.6471","0.6365","0.6517","0.6383"
"73","0.6054","0.6441","0.6446","0.644","0.6419"
"74","0.606","0.6458","0.6555","0.6446","0.6428"
"75","0.6066","0.6428","0.6418","0.6566","0.6213"
"76","0.6069","0.6336","0.6175","0.6361","0.6463"
"77","0.6073","0.6355","0.6294","0.6466","0.631"
"78","0.6066","0.6337","0.6223","0.6243","0.6374"
"79","0.6068","0.6339","0.6328","0.6324","0.6243"
"80","0.608","0.6364","0.6377","0.6367","0.628"
"81","0.6053","0.6328","0.633","0.6374","0.6416"
"82","0.6076","0.6137","0.6308","0.6318","0.6327"
"83","0.6094","0.6414","0.6292","0.6513","0.6333"
"84","0.6062","0.6249","0.6344","0.643","0.626"
"85","0.6089","0.6285","0.6371","0.6287","0.6269"
"86","0.6085","0.611","0.6156","0.648","0.6293"
"87","0.6079","0.6329","0.6286","0.6523","0.6537"
"88","0.6063","0.6362","0.6378","0.6292","0.6358"
"89","0.605","0.6269","0.6279","0.6306","0.6503"
"90","0.6028","0.631","0.6338","0.6452","0.6428"
"91","0.6022","0.6259","0.617","0.642","0.6235"
"92","0.468","0.6144","0.6025","0.6235","0.6319"
"93","0.4615","0.633","0.6259","0.6436","0.638"
"94","0.5228","0.6235","0.6336","0.6484","0.626"
"95","0.5251","0.6279","0.6216","0.6248","0.6378"
"96","0.5483","0.6137","0.6232","0.6417","0.6469"
"97","0.5302","0.6382","0.6136","0.626","0.6445"
"98","0.5547","0.614","0.6239","0.6467","0.6414"
"99","0.5507","0.6222","0.6209","0.6446","0.6083"
"100","0.5573","0.6223","0.6304","0.6418","0.635"
"101","0.5598","0.6237","0.6285","0.6364","0.6343"
"102","0.5823","0.622","0.6234","0.6446","0.6408"
"103","0.6015","0.6299","0.6167","0.6416","0.6375"
"104","0.6056","0.6146","0.603","0.6418","0.6425"
"105","0.6079","0.6233","0.6227","0.637","0.6315"
"106","0.6105","0.6048","0.6333","0.6505","0.6402"
"107","0.6103","0.6133","0.6154","0.6407","0.6468"
"108","0.6135","0.6151","0.6179","0.6433","0.6164"
"109","0.6133","0.6151","0.6165","0.6459","0.6237"
"110","0.6125","0.6151","0.6231","0.6413","0.6334"
"111","0.6164","0.6137","0.6099","0.6411","0.6241"
"112","0.616","0.6207","0.6333","0.647","0.6354"
"113","0.6145","0.6197","0.634","0.6588","0.6171"
"114","0.6127","0.6226","0.6167","0.6455","0.6215"
"115","0.6152","0.6258","0.6108","0.6492","0.6347"
"116","0.6155","0.6278","0.6182","0.6412","0.6222"
"117","0.6158","0.6107","0.6227","0.635","0.6411"
"118","0.6161","0.6259","0.6189","0.6377","0.6337"
"119","0.6139","0.6291","0.6219","0.6394","0.6304"
"120","0.6143","0.6158","0.6237","0.6262","0.6182"
"121","0.6167","0.682","0.6838","0.7001","0.693"
"122","0.6162","0.6839","0.6889","0.6991","0.6976"
"123","0.6172","0.6906","0.6874","0.703","0.6999"
"124","0.6152","0.6916","0.6885","0.7077","0.7011"
"125","0.6166","0.6905","0.6902","0.6977","0.7008"
"126","0.616","0.6954","0.6906","0.7024","0.7001"
"127","0.617","0.6919","0.6911","0.7018","0.7083"
"128","0.6157","0.6958","0.6943","0.7084","0.7002"
"129","0.6173","0.696","0.691","0.7068","0.7057"
"130","0.6161","0.6957","0.6936","0.7072","0.7034"
"131","0.6181","0.6961","0.6922","0.7062","0.7063"
"132","0.6164","0.6984","0.6895","0.6971","0.7033"
"133","0.6171","0.6957","0.6895","0.7099","0.7057"
"134","0.6157","0.6973","0.6907","0.7042","0.7089"
"135","0.6174","0.6978","0.6956","0.7103","0.7114"
"136","0.6162","0.6962","0.6914","0.7076","0.7083"
"137","0.6167","0.699","0.6906","0.7142","0.7124"
"138","0.6162","0.6991","0.6907","0.7064","0.7084"
"139","0.6137","0.6993","0.6949","0.7076","0.709"
"140","0.6184","0.6996","0.6921","0.7103","0.7114"
"141","0.6143","0.7018","0.6946","0.7046","0.7133"
"142","0.6151","0.7017","0.694","0.6992","0.7116"
"143","0.6167","0.7042","0.6915","0.7122","0.712"
"144","0.6154","0.7027","0.6938","0.7101","0.7105"
"145","0.6157","0.7005","0.6925","0.7081","0.7109"
"146","0.616","0.7001","0.6883","0.6951","0.7102"
"147","0.6156","0.702","0.6919","0.7032","0.7115"
"148","0.6162","0.7024","0.6907","0.7014","0.711"
"149","0.6152","0.7019","0.6873","0.7117","0.7117"
"150","0.6159","0.7023","0.6875","0.7094","0.7145"
"151","0.615","0.7016","0.6886","0.7099","0.715"
"152","0.616","0.7046","0.6904","0.7154","0.7136"
"153","0.6159","0.7007","0.6939","0.7073","0.7126"
"154","0.6148","0.7054","0.6865","0.7077","0.7119"
"155","0.6164","0.703","0.6929","0.7057","0.7125"
"156","0.6142","0.7039","0.6933","0.7046","0.7163"
"157","0.6156","0.7039","0.6918","0.7097","0.7092"
"158","0.6176","0.7061","0.6861","0.7019","0.7116"
"159","0.6167","0.705","0.6896","0.7097","0.7131"
"160","0.6147","0.7051","0.6921","0.7076","0.713"
"161","0.6163","0.707","0.6945","0.7161","0.7194"
"162","0.6152","0.7067","0.6976","0.7271","0.7164"
"163","0.6156","0.706","0.6995","0.7193","0.7184"
"164","0.6167","0.7077","0.6975","0.721","0.7202"
"165","0.6186","0.7078","0.6978","0.7219","0.7184"
"166","0.617","0.7069","0.698","0.7211","0.7189"
"167","0.6144","0.7053","0.6995","0.7177","0.7194"
"168","0.6165","0.7064","0.6973","0.7191","0.7179"
"169","0.6156","0.7059","0.6993","0.723","0.7176"
"170","0.6177","0.7061","0.6984","0.7187","0.7189"
"171","0.6162","0.709","0.6979","0.7282","0.7148"
"172","0.6167","0.706","0.699","0.7205","0.7174"
"173","0.615","0.7063","0.6978","0.7201","0.7219"
"174","0.6162","0.7083","0.6992","0.7166","0.7186"
"175","0.6159","0.7075","0.6987","0.7169","0.7193"
"176","0.6175","0.7079","0.698","0.7178","0.7219"
"177","0.6167","0.7073","0.6992","0.7225","0.7212"
"178","0.6163","0.7083","0.6991","0.7191","0.7204"
"179","0.6155","0.708","0.7011","0.7244","0.7203"
"180","0.6159","0.7094","0.6988","0.722","0.7182"
"181","0.6181","0.708","0.7","0.7275","0.7217"
"182","0.6177","0.7083","0.6998","0.7266","0.7185"
"183","0.6168","0.7098","0.6998","0.7238","0.7213"
"184","0.6158","0.7068","0.7019","0.7211","0.7197"
"185","0.616","0.7089","0.7014","0.7287","0.7216"
"186","0.6151","0.709","0.702","0.722","0.7206"
"187","0.6153","0.7081","0.702","0.722","0.7197"
"188","0.6167","0.7091","0.7023","0.7244","0.7206"
"189","0.6148","0.708","0.6989","0.7201","0.7213"
"190","0.6174","0.7095","0.6978","0.7178","0.7203"
"191","0.6148","0.7086","0.6987","0.7221","0.7229"
"192","0.6145","0.7085","0.698","0.7209","0.7224"
"193","0.6161","0.7087","0.6987","0.7238","0.7184"
"194","0.6157","0.707","0.7037","0.731","0.7205"
"195","0.6163","0.7104","0.6995","0.7292","0.717"
"196","0.6158","0.7086","0.7015","0.7244","0.7199"
"197","0.617","0.7089","0.7019","0.7226","0.7234"
"198","0.6151","0.7076","0.6987","0.7239","0.7209"
"199","0.6169","0.7099","0.7024","0.7268","0.7207"
"200","0.6177","0.7109","0.7002","0.7225","0.7204"
