""
epoch,train_acc,test_acc
1,0.52134,0.6125
2,0.7173,0.7276
3,0.78664,0.7631
4,0.82184,0.7994
5,0.84314,0.7949
6,0.856,0.7626
7,0.86394,0.8053
8,0.8699,0.8044
9,0.87628,0.8063
10,0.87664,0.8053
11,0.8796,0.7646
12,0.8798,0.8031
13,0.88444,0.7838
14,0.88322,0.7958
15,0.8849,0.8374
16,0.8874,0.8238
17,0.88962,0.792
18,0.89136,0.7989
19,0.8907,0.8234
20,0.89186,0.8162
21,0.8934,0.8296
22,0.89468,0.8137
23,0.89444,0.848
24,0.89584,0.8172
25,0.89832,0.8358
26,0.897,0.7733
27,0.89954,0.8156
28,0.89944,0.8265
29,0.90004,0.8097
30,0.89946,0.8418
31,0.89932,0.8412
32,0.90066,0.833
33,0.90256,0.8012
34,0.90176,0.8308
35,0.90232,0.8221
36,0.90204,0.851
37,0.90358,0.8236
38,0.9048,0.8344
39,0.90276,0.7673
40,0.9036,0.8449
41,0.90346,0.8095
42,0.90508,0.8179
43,0.90528,0.847
44,0.90564,0.8264
45,0.90712,0.8565
46,0.90568,0.8153
47,0.90654,0.8274
48,0.9068,0.824
49,0.90808,0.833
50,0.90874,0.8127
51,0.90584,0.818
52,0.91038,0.8507
53,0.90636,0.8288
54,0.90656,0.844
55,0.90934,0.8297
56,0.90716,0.823
57,0.90776,0.8383
58,0.90788,0.8334
59,0.90946,0.8135
60,0.90834,0.8477
61,0.96594,0.9096
62,0.98878,0.9106
63,0.99568,0.9102
64,0.99866,0.9129
65,0.99878,0.9132
66,0.99958,0.9128
67,0.9995,0.9131
68,0.99904,0.9077
69,0.99696,0.9005
70,0.9895,0.8902
71,0.9861,0.8912
72,0.98654,0.8894
73,0.9858,0.8898
74,0.98264,0.8824
75,0.98162,0.8829
76,0.98266,0.8908
77,0.98214,0.8849
78,0.98224,0.8754
79,0.98394,0.8787
80,0.98152,0.8723
81,0.98258,0.8738
82,0.98076,0.8823
83,0.98126,0.8807
84,0.98222,0.8854
85,0.98154,0.8716
86,0.98126,0.8705
87,0.98092,0.8712
88,0.98354,0.8732
89,0.98084,0.8684
90,0.98112,0.8728
91,0.9822,0.8803
92,0.98626,0.8738
93,0.9816,0.8702
94,0.98172,0.8791
95,0.98234,0.8637
96,0.98312,0.8688
97,0.9802,0.8808
98,0.98092,0.8741
99,0.98282,0.886
100,0.98308,0.873
101,0.98226,0.8643
102,0.98244,0.8837
103,0.98396,0.8838
104,0.98384,0.8666
105,0.98064,0.884
106,0.98212,0.8862
107,0.98328,0.8773
108,0.98214,0.8781
109,0.98404,0.8861
110,0.98294,0.8724
111,0.98148,0.8791
112,0.98206,0.8609
113,0.9815,0.8578
114,0.9846,0.8756
115,0.98562,0.8754
116,0.98184,0.8882
117,0.9831,0.8795
118,0.98454,0.8874
119,0.98506,0.8733
120,0.98282,0.8632
121,0.9963,0.9132
122,0.99976,0.9126
123,0.99992,0.9136
124,0.99996,0.9141
125,1.0,0.9153
126,1.0,0.9154
127,1.0,0.9162
128,0.99998,0.9141
129,1.0,0.9159
130,1.0,0.9157
131,1.0,0.9168
132,1.0,0.9165
133,1.0,0.9153
134,1.0,0.9162
135,1.0,0.9161
136,1.0,0.9157
137,1.0,0.916
138,0.99998,0.9172
139,1.0,0.9165
140,1.0,0.9159
141,1.0,0.915
142,1.0,0.9165
143,0.99998,0.9155
""
epoch,train_acc,test_acc
1,0.5179,0.5685
2,0.72468,0.7276
3,0.7913,0.7359
4,0.82602,0.7921
5,0.84396,0.776
6,0.8558,0.8054
7,0.86188,0.8205
8,0.8675,0.7974
9,0.8735,0.8063
10,0.87464,0.7791
11,0.87722,0.7864
12,0.87828,0.8133
13,0.88124,0.8179
14,0.88286,0.7934
15,0.88392,0.8362
16,0.88476,0.8123
17,0.88886,0.8363
18,0.88808,0.8285
19,0.89114,0.7951
20,0.89044,0.8039
21,0.88982,0.807
22,0.8965,0.8086
23,0.8931,0.8468
24,0.8952,0.8161
25,0.89488,0.8188
26,0.89692,0.8075
27,0.89684,0.8134
28,0.89696,0.8497
29,0.8988,0.7724
30,0.89896,0.8294
31,0.89964,0.8348
