""
epoch,train_acc,test_acc
1,0.01274,0.0168
2,0.02726,0.0439
3,0.0857,0.1009
4,0.19822,0.2259
5,0.30606,0.2912
6,0.38608,0.3731
7,0.44674,0.3945
8,0.497,0.4427
9,0.53466,0.4408
10,0.56976,0.4291
11,0.60354,0.4693
12,0.63182,0.4361
13,0.6514,0.4641
14,0.67114,0.457
15,0.69106,0.4224
16,0.70406,0.4764
17,0.723,0.4826
18,0.73478,0.4759
19,0.74314,0.4691
20,0.75556,0.4769
21,0.7622,0.4527
22,0.76722,0.4673
23,0.76776,0.44
24,0.77942,0.4766
25,0.78328,0.4735
26,0.78816,0.4952
27,0.78722,0.488
28,0.79216,0.4733
29,0.7973,0.4659
30,0.8001,0.4855
31,0.80046,0.472
32,0.8055,0.4645
33,0.79986,0.4926
34,0.80726,0.4753
35,0.80844,0.4603
36,0.80514,0.477
37,0.80744,0.4839
38,0.8163,0.4884
39,0.81186,0.5091
40,0.81432,0.4936
41,0.80896,0.4848
42,0.81538,0.4933
43,0.81516,0.4818
44,0.81554,0.4895
45,0.81994,0.4703
46,0.8187,0.4692
47,0.81658,0.4809
48,0.81932,0.4699
49,0.82178,0.4531
50,0.81612,0.4755
51,0.82116,0.4429
52,0.82368,0.4685
53,0.8191,0.487
54,0.82532,0.4745
55,0.82486,0.4696
56,0.83088,0.4853
57,0.8185,0.4964
58,0.82382,0.4499
59,0.82568,0.4778
60,0.82832,0.4649
61,0.964,0.5958
62,0.9978,0.6013
63,0.99924,0.5999
64,0.99932,0.6013
65,0.99942,0.6013
66,0.99944,0.6055
67,0.9995,0.6036
68,0.99954,0.6054
69,0.99946,0.6035
70,0.99942,0.605
71,0.99954,0.6058
72,0.9995,0.6049
73,0.99946,0.6054
74,0.99962,0.606
75,0.99958,0.6066
76,0.99954,0.6069
77,0.99954,0.6073
78,0.99966,0.6066
79,0.99964,0.6068
80,0.99952,0.608
81,0.9997,0.6053
82,0.99958,0.6076
83,0.99962,0.6094
84,0.99968,0.6062
85,0.9996,0.6089
86,0.9996,0.6085
87,0.99964,0.6079
88,0.99966,0.6063
89,0.99966,0.605
90,0.99936,0.6028
91,0.9995,0.6022
92,0.83226,0.468
93,0.8116,0.4615
94,0.92364,0.5228
95,0.95496,0.5251
96,0.96804,0.5483
97,0.98032,0.5302
98,0.98482,0.5547
99,0.98944,0.5507
100,0.99108,0.5573
101,0.9944,0.5598
102,0.99838,0.5823
103,0.99932,0.6015
104,0.9994,0.6056
105,0.99952,0.6079
106,0.99952,0.6105
107,0.99946,0.6103
108,0.99942,0.6135
109,0.99946,0.6133
110,0.99946,0.6125
111,0.9995,0.6164
112,0.99954,0.616
113,0.99958,0.6145
114,0.99948,0.6127
115,0.99952,0.6152
116,0.99952,0.6155
117,0.99952,0.6158
118,0.99954,0.6161
119,0.99952,0.6139
120,0.99954,0.6143
121,0.99964,0.6167
122,0.99974,0.6162
123,0.99974,0.6172
124,0.99966,0.6152
125,0.99974,0.6166
126,0.99966,0.616
127,0.99972,0.617
128,0.99968,0.6157
129,0.99972,0.6173
130,0.99976,0.6161
131,0.99966,0.6181
132,0.99968,0.6164
133,0.99976,0.6171
134,0.99972,0.6157
135,0.99978,0.6174
136,0.99964,0.6162
137,0.99976,0.6167
138,0.99972,0.6162
139,0.99974,0.6137
140,0.99976,0.6184
141,0.99978,0.6143
142,0.99974,0.6151
143,0.99976,0.6167
144,0.99978,0.6154
145,0.99978,0.6157
146,0.9997,0.616
147,0.99972,0.6156
148,0.9998,0.6162
149,0.99976,0.6152
150,0.99972,0.6159
151,0.99972,0.615
152,0.99974,0.616
153,0.99976,0.6159
154,0.99978,0.6148
155,0.9998,0.6164
156,0.99974,0.6142
157,0.9997,0.6156
158,0.9997,0.6176
159,0.9997,0.6167
160,0.99974,0.6147
161,0.9998,0.6163
162,0.99974,0.6152
163,0.99976,0.6156
164,0.99976,0.6167
165,0.9998,0.6186
166,0.99986,0.617
167,0.9997,0.6144
168,0.9999,0.6165
169,0.99984,0.6156
170,0.99982,0.6177
171,0.99982,0.6162
172,0.99984,0.6167
173,0.99982,0.615
174,0.99982,0.6162
175,0.99984,0.6159
176,0.99984,0.6175
177,0.99984,0.6167
178,0.99976,0.6163
179,0.9998,0.6155
180,0.99986,0.6159
181,0.99976,0.6181
182,0.99974,0.6177
183,0.99976,0.6168
184,0.99976,0.6158
185,0.99984,0.616
186,0.99978,0.6151
187,0.99984,0.6153
188,0.99978,0.6167
189,0.9998,0.6148
190,0.99978,0.6174
191,0.9998,0.6148
192,0.99976,0.6145
193,0.99978,0.6161
194,0.99978,0.6157
195,0.99974,0.6163
196,0.99978,0.6158
197,0.9998,0.617
198,0.9998,0.6151
199,0.99984,0.6169
200,0.9998,0.6177
""
epoch,train_acc,test_acc
1,0.01288,0.0174
2,0.02936,0.046
3,0.0919,0.1047
4,0.197,0.2231
5,0.30646,0.3072
6,0.3819,0.3723
7,0.4434,0.375
8,0.49124,0.4355
9,0.52776,0.4567
10,0.5662,0.4669
11,0.59442,0.4554
12,0.6239,0.4399
13,0.64794,0.4655
14,0.66944,0.4486
15,0.6857,0.4516
16,0.70348,0.4931
17,0.71894,0.4909
18,0.73282,0.491
19,0.74116,0.4876
20,0.74838,0.4881
21,0.76306,0.4641
22,0.76502,0.4701
23,0.7704,0.476
24,0.77648,0.4754
25,0.7792,0.4504
26,0.78542,0.4869
27,0.7869,0.4739
28,0.79166,0.4817
29,0.79202,0.501
30,0.79772,0.4786
31,0.79692,0.484
32,0.80346,0.4718
33,0.8013,0.4816
34,0.80996,0.4342
35,0.7999,0.4784
36,0.80636,0.477
37,0.812,0.4746
38,0.80952,0.4883
39,0.80886,0.4759
40,0.81228,0.4774
41,0.81096,0.4646
42,0.8156,0.4724
43,0.81516,0.4824
44,0.81776,0.4818
45,0.81484,0.4776
46,0.82044,0.477
47,0.81618,0.4924
48,0.81862,0.4905
49,0.8176,0.4798
50,0.82472,0.4978
51,0.82,0.4547
52,0.8204,0.4898
53,0.8206,0.4872
54,0.82138,0.4854
55,0.82238,0.4583
56,0.824,0.4595
57,0.82152,0.4958
58,0.82692,0.4787
59,0.81924,0.4876
60,0.82668,0.4767
61,0.96296,0.5919
62,0.99792,0.5978
63,0.99922,0.5976
64,0.99936,0.5958
65,0.99944,0.5975
66,0.99942,0.6002
67,0.99944,0.5999
68,0.99952,0.6016
69,0.9995,0.5994
70,0.99946,0.6008
71,0.9996,0.598
72,0.99956,0.6006
73,0.9995,0.6022
74,0.99962,0.6014
75,0.9996,0.5993
76,0.99958,0.6025
77,0.99964,0.6009
